bowler,batting_team,season,Innings,bowler's_wicket,bowler's_runs,valid_ball,overs,economy
Nathu Singh,Royal Challengers Bangalore,2017,1,0,8,12,2.0,4.0
Navdeep Saini,Chennai Super Kings,2019,2,1,48,48,8.0,6.0
Navdeep Saini,Chennai Super Kings,2020,2,0,37,42,7.0,5.29
Navdeep Saini,Delhi Capitals,2019,2,3,68,48,8.0,8.5
Navdeep Saini,Delhi Capitals,2020,1,0,48,18,3.0,16.0
Navdeep Saini,Kolkata Knight Riders,2019,2,3,65,48,8.0,8.12
Navdeep Saini,Kolkata Knight Riders,2020,2,2,40,36,6.0,6.67
Navdeep Saini,Mumbai Indians,2019,2,0,74,42,7.0,10.57
Navdeep Saini,Mumbai Indians,2020,1,0,43,24,4.0,10.75
Navdeep Saini,Punjab Kings,2019,2,2,56,48,8.0,7.0
Navdeep Saini,Punjab Kings,2020,2,0,58,48,8.0,7.25
Navdeep Saini,Rajasthan Royals,2019,2,0,47,30,5.0,9.4
Navdeep Saini,Rajasthan Royals,2020,2,1,67,48,8.0,8.38
Navdeep Saini,Sunrisers Hyderabad,2019,1,2,39,24,4.0,9.75
Navdeep Saini,Sunrisers Hyderabad,2020,3,3,86,58,9.4,9.15
Nayan Doshi,Chennai Super Kings,2011,1,0,24,12,2.0,12.0
Nayan Doshi,Deccan Chargers,2010,1,1,17,24,4.0,4.25
Nayan Doshi,Kochi Tuskers Kerala,2011,1,1,15,8,1.2,12.5
Nayan Doshi,Kolkata Knight Riders,2011,1,0,23,12,2.0,11.5
Nitish Rana,Chennai Super Kings,2020,1,0,16,6,1.0,16.0
Nitish Rana,Delhi Capitals,2016,1,0,3,6,1.0,3.0
Nitish Rana,Delhi Capitals,2019,2,1,20,18,3.0,6.67
Nitish Rana,Mumbai Indians,2018,1,0,17,12,2.0,8.5
Nitish Rana,Punjab Kings,2018,1,0,0,1,0.1,0.0
Nitish Rana,Punjab Kings,2019,1,1,8,6,1.0,8.0
Nitish Rana,Punjab Kings,2020,1,0,7,6,1.0,7.0
Nitish Rana,Rajasthan Royals,2018,1,2,11,12,2.0,5.5
Nitish Rana,Rajasthan Royals,2019,1,0,13,6,1.0,13.0
Nitish Rana,Royal Challengers Bangalore,2018,1,2,11,6,1.0,11.0
Nitish Rana,Royal Challengers Bangalore,2019,1,1,22,12,2.0,11.0
Nitish Rana,Sunrisers Hyderabad,2018,1,0,5,6,1.0,5.0
Nitish Rana,Sunrisers Hyderabad,2019,1,0,9,6,1.0,9.0
Nuwan Kulasekara,Pune Warriors India,2011,1,1,26,18,3.0,8.67
Nuwan Kulasekara,Pune Warriors India,2012,2,2,48,36,6.0,8.0
Nuwan Kulasekara,Punjab Kings,2012,1,1,29,24,4.0,7.25
Nuwan Kulasekara,Rajasthan Royals,2012,1,1,17,24,4.0,4.25
Nuwan Zoysa,Mumbai Indians,2008,2,1,67,42,7.0,9.57
Nuwan Zoysa,Punjab Kings,2008,1,1,32,24,4.0,8.0
Oshane Thomas,Delhi Capitals,2019,1,0,13,6,1.0,13.0
Oshane Thomas,Kolkata Knight Riders,2019,1,1,32,24,4.0,8.0
Oshane Thomas,Royal Challengers Bangalore,2019,1,2,6,6,1.0,6.0
Oshane Thomas,Sunrisers Hyderabad,2019,1,2,28,24,4.0,7.0
Padmanabhan Prasanth,Rajasthan Royals,2011,1,0,18,6,1.0,18.0
Paidikalva Vijaykumar,Chennai Super Kings,2008,2,2,49,38,6.2,7.9
Paidikalva Vijaykumar,Delhi Capitals,2008,1,1,24,24,4.0,6.0
Paidikalva Vijaykumar,Kolkata Knight Riders,2008,1,1,21,18,3.0,7.0
Paidikalva Vijaykumar,Mumbai Indians,2008,1,0,24,12,2.0,12.0
Paidikalva Vijaykumar,Punjab Kings,2008,1,0,24,12,2.0,12.0
Paidikalva Vijaykumar,Rajasthan Royals,2008,1,0,10,6,1.0,10.0
Paidikalva Vijaykumar,Royal Challengers Bangalore,2008,2,0,47,42,7.0,6.71
Palani Amarnath,Delhi Capitals,2008,1,0,35,18,3.0,11.67
Palani Amarnath,Kolkata Knight Riders,2008,1,2,29,24,4.0,7.25
Palani Amarnath,Mumbai Indians,2008,1,1,57,24,4.0,14.25
Palani Amarnath,Punjab Kings,2008,2,2,77,42,7.0,11.0
Palani Amarnath,Royal Challengers Bangalore,2008,1,2,38,24,4.0,9.5
Pankaj Singh,Chennai Super Kings,2008,1,0,30,24,4.0,7.5
Pankaj Singh,Chennai Super Kings,2012,1,2,34,24,4.0,8.5
Pankaj Singh,Deccan Chargers,2008,1,0,14,12,2.0,7.0
Pankaj Singh,Deccan Chargers,2012,1,0,37,18,3.0,12.33
Pankaj Singh,Delhi Capitals,2009,1,2,31,24,4.0,7.75
Pankaj Singh,Delhi Capitals,2012,2,2,49,36,6.0,8.17
Pankaj Singh,Kolkata Knight Riders,2009,1,0,14,6,1.0,14.0
Pankaj Singh,Mumbai Indians,2008,1,0,25,12,2.0,12.5
Pankaj Singh,Mumbai Indians,2010,1,0,54,24,4.0,13.5
Pankaj Singh,Punjab Kings,2008,2,0,60,24,4.0,15.0
Pankaj Singh,Punjab Kings,2009,1,0,20,12,2.0,10.0
Pankaj Singh,Rajasthan Royals,2010,1,2,27,24,4.0,6.75
Pankaj Singh,Royal Challengers Bangalore,2011,1,0,23,12,2.0,11.5
Pankaj Singh,Royal Challengers Bangalore,2012,2,3,50,48,8.0,6.25
Pardeep Sahu,Delhi Capitals,2016,1,0,27,15,2.3,11.74
Pardeep Sahu,Gujarat Lions,2016,1,1,35,24,4.0,8.75
Pardeep Sahu,Kolkata Knight Riders,2016,1,2,18,24,4.0,4.5
Pardeep Sahu,Mumbai Indians,2016,1,0,35,18,3.0,11.67
Pardeep Sahu,Rising Pune Supergiant,2016,1,0,31,24,4.0,7.75
Parvez Rasool,Chennai Super Kings,2014,1,0,35,24,4.0,8.75
Parvez Rasool,Chennai Super Kings,2015,1,0,11,6,1.0,11.0
Parvez Rasool,Delhi Capitals,2015,1,1,20,24,4.0,5.0
Parvez Rasool,Delhi Capitals,2016,1,0,28,18,3.0,9.33
Parvez Rasool,Kolkata Knight Riders,2013,1,1,23,24,4.0,5.75
Parvez Rasool,Kolkata Knight Riders,2014,1,0,22,6,1.0,22.0
Parvez Rasool,Mumbai Indians,2013,1,0,5,6,1.0,5.0
Parvez Rasool,Rising Pune Supergiant,2016,1,0,37,18,3.0,12.33
Parvez Rasool,Royal Challengers Bangalore,2014,1,1,26,24,4.0,6.5
Parvez Rasool,Sunrisers Hyderabad,2016,2,1,64,48,8.0,8.0
Parvinder Awana,Chennai Super Kings,2012,2,2,46,48,8.0,5.75
Parvinder Awana,Chennai Super Kings,2013,2,2,49,36,6.0,8.17
Parvinder Awana,Chennai Super Kings,2014,2,3,94,42,7.0,13.43
Parvinder Awana,Deccan Chargers,2012,2,3,68,48,8.0,8.5
Parvinder Awana,Delhi Capitals,2012,2,3,62,42,7.0,8.86
Parvinder Awana,Delhi Capitals,2013,2,2,49,48,8.0,6.12
Parvinder Awana,Delhi Capitals,2014,1,2,15,18,3.0,5.0
Parvinder Awana,Kolkata Knight Riders,2013,1,2,39,24,4.0,9.75
Parvinder Awana,Kolkata Knight Riders,2014,3,1,96,57,9.3,10.32
Parvinder Awana,Mumbai Indians,2012,2,5,62,48,8.0,7.75
Parvinder Awana,Mumbai Indians,2013,2,1,45,48,8.0,5.62
Parvinder Awana,Pune Warriors India,2012,1,0,18,24,4.0,4.5
Parvinder Awana,Pune Warriors India,2013,2,2,54,48,8.0,6.75
Parvinder Awana,Rajasthan Royals,2012,1,0,34,24,4.0,8.5
Parvinder Awana,Rajasthan Royals,2013,2,1,74,48,8.0,9.25
Parvinder Awana,Rajasthan Royals,2014,1,1,40,24,4.0,10.0
Parvinder Awana,Royal Challengers Bangalore,2012,2,4,82,48,8.0,10.25
Parvinder Awana,Royal Challengers Bangalore,2013,2,4,67,48,8.0,8.38
Parvinder Awana,Sunrisers Hyderabad,2013,1,1,35,24,4.0,8.75
Pat Cummins,Chennai Super Kings,2014,1,1,29,24,4.0,7.25
Pat Cummins,Chennai Super Kings,2015,2,1,79,48,8.0,9.88
Pat Cummins,Chennai Super Kings,2020,2,2,56,48,8.0,7.0
Pat Cummins,Delhi Capitals,2020,2,3,66,48,8.0,8.25
Pat Cummins,Gujarat Lions,2017,2,3,68,48,8.0,8.5
Pat Cummins,Kolkata Knight Riders,2017,2,2,61,42,7.0,8.71
Pat Cummins,Mumbai Indians,2017,2,2,79,48,8.0,9.88
Pat Cummins,Mumbai Indians,2020,2,0,77,36,6.0,12.83
Pat Cummins,Punjab Kings,2017,1,2,23,24,4.0,5.75
Pat Cummins,Punjab Kings,2020,2,0,60,48,8.0,7.5
Pat Cummins,Rajasthan Royals,2020,2,5,47,42,7.0,6.71
Pat Cummins,Rising Pune Supergiant,2017,2,3,55,43,7.1,7.75
Pat Cummins,Royal Challengers Bangalore,2015,1,0,18,12,2.0,9.0
Pat Cummins,Royal Challengers Bangalore,2017,2,3,50,48,8.0,6.25
Pat Cummins,Royal Challengers Bangalore,2020,2,0,56,42,7.0,8.0
Pat Cummins,Sunrisers Hyderabad,2017,1,0,37,24,4.0,9.25
Pat Cummins,Sunrisers Hyderabad,2020,2,2,47,48,8.0,5.88
Paul Collingwood,Deccan Chargers,2010,1,1,23,18,3.0,7.67
Paul Collingwood,Kolkata Knight Riders,2010,2,1,26,17,2.5,10.4
Paul Collingwood,Mumbai Indians,2010,1,0,27,24,4.0,6.75
Paul Collingwood,Punjab Kings,2010,1,2,19,24,4.0,4.75
Paul Collingwood,Rajasthan Royals,2010,1,1,6,6,1.0,6.0
Paul Valthaty,Deccan Chargers,2011,2,5,53,48,8.0,6.62
Paul Valthaty,Delhi Capitals,2011,2,1,47,30,5.0,9.4
Paul Valthaty,Kolkata Knight Riders,2011,1,0,13,12,2.0,6.5
Paul Valthaty,Mumbai Indians,2011,1,0,10,6,1.0,10.0
Paul Valthaty,Pune Warriors India,2011,1,0,17,13,2.1,8.1
Paul Valthaty,Rajasthan Royals,2011,1,0,19,12,2.0,9.5
Paul Valthaty,Rajasthan Royals,2012,1,0,16,6,1.0,16.0
Paul Valthaty,Royal Challengers Bangalore,2011,1,1,30,24,4.0,7.5
Pawan Negi,Chennai Super Kings,2012,1,1,33,24,4.0,8.25
Pawan Negi,Chennai Super Kings,2018,1,1,36,18,3.0,12.0
Pawan Negi,Chennai Super Kings,2019,1,0,7,6,1.0,7.0
Pawan Negi,Delhi Capitals,2015,1,2,28,18,3.0,9.33
Pawan Negi,Delhi Capitals,2017,2,5,13,18,3.0,4.33
Pawan Negi,Delhi Capitals,2019,1,1,27,18,3.0,9.0
Pawan Negi,Gujarat Lions,2017,2,2,45,36,6.0,7.5
Pawan Negi,Kolkata Knight Riders,2012,1,1,18,24,4.0,4.5
Pawan Negi,Kolkata Knight Riders,2015,1,1,23,24,4.0,5.75
Pawan Negi,Kolkata Knight Riders,2017,2,4,36,37,6.1,5.9
Pawan Negi,Kolkata Knight Riders,2019,1,2,21,19,3.1,6.77
Pawan Negi,Mumbai Indians,2015,3,0,98,60,10.0,9.8
Pawan Negi,Mumbai Indians,2016,1,0,19,6,1.0,19.0
Pawan Negi,Mumbai Indians,2017,2,2,45,36,6.0,7.5
Pawan Negi,Mumbai Indians,2019,1,0,47,24,4.0,11.75
Pawan Negi,Pune Warriors India,2012,1,0,22,24,4.0,5.5
Pawan Negi,Punjab Kings,2012,1,1,24,18,3.0,8.0
Pawan Negi,Punjab Kings,2014,1,0,37,18,3.0,12.33
Pawan Negi,Punjab Kings,2015,1,2,25,24,4.0,6.25
Pawan Negi,Punjab Kings,2016,1,0,10,6,1.0,10.0
Pawan Negi,Punjab Kings,2017,2,1,28,24,4.0,7.0
Pawan Negi,Rajasthan Royals,2012,1,4,18,24,4.0,4.5
Pawan Negi,Rajasthan Royals,2013,1,0,28,24,4.0,7.0
Pawan Negi,Rajasthan Royals,2015,1,0,35,24,4.0,8.75
Pawan Negi,Rajasthan Royals,2018,1,0,13,6,1.0,13.0
Pawan Negi,Rising Pune Supergiant,2016,1,0,10,6,1.0,10.0
Pawan Negi,Rising Pune Supergiant,2017,2,2,30,42,7.0,4.29
Pawan Negi,Royal Challengers Bangalore,2012,1,0,37,18,3.0,12.33
Pawan Negi,Royal Challengers Bangalore,2015,2,0,23,18,3.0,7.67
Pawan Negi,Royal Challengers Bangalore,2016,2,1,45,36,6.0,7.5
Pawan Negi,Sunrisers Hyderabad,2014,1,0,38,24,4.0,9.5
Pawan Negi,Sunrisers Hyderabad,2015,1,1,20,12,2.0,10.0
Pawan Suyal,Chennai Super Kings,2013,1,1,21,18,3.0,7.0
Pawan Suyal,Chennai Super Kings,2015,1,0,28,18,3.0,9.33
Pawan Suyal,Punjab Kings,2015,1,0,22,18,3.0,7.33
Pawan Suyal,Rajasthan Royals,2015,1,0,45,24,4.0,11.25
Pawan Suyal,Royal Challengers Bangalore,2014,1,1,35,18,3.0,11.67
Piyush Chawla,Chennai Super Kings,2008,3,1,78,41,6.5,12.0
Piyush Chawla,Chennai Super Kings,2009,2,2,41,30,5.0,8.2
Piyush Chawla,Chennai Super Kings,2010,2,2,55,48,8.0,6.88
Piyush Chawla,Chennai Super Kings,2011,1,1,33,18,3.0,11.0
Piyush Chawla,Chennai Super Kings,2012,2,2,32,30,5.0,6.4
Piyush Chawla,Chennai Super Kings,2013,2,1,53,48,8.0,6.62
Piyush Chawla,Chennai Super Kings,2014,2,1,73,42,7.0,10.43
Piyush Chawla,Chennai Super Kings,2015,2,3,47,48,8.0,5.88
Piyush Chawla,Chennai Super Kings,2018,2,3,84,48,8.0,10.5
Piyush Chawla,Chennai Super Kings,2019,2,3,60,46,7.4,8.11
Piyush Chawla,Deccan Chargers,2008,2,3,59,48,8.0,7.38
Piyush Chawla,Deccan Chargers,2009,2,1,46,42,7.0,6.57
Piyush Chawla,Deccan Chargers,2010,2,1,48,42,7.0,6.86
Piyush Chawla,Deccan Chargers,2011,2,1,65,36,6.0,10.83
Piyush Chawla,Deccan Chargers,2012,2,1,60,42,7.0,8.57
Piyush Chawla,Delhi Capitals,2008,2,0,42,30,5.0,8.4
Piyush Chawla,Delhi Capitals,2009,2,0,28,23,3.5,8.0
Piyush Chawla,Delhi Capitals,2010,2,2,49,48,8.0,6.12
Piyush Chawla,Delhi Capitals,2011,2,4,52,48,8.0,6.5
Piyush Chawla,Delhi Capitals,2012,2,1,61,48,8.0,7.62
Piyush Chawla,Delhi Capitals,2013,2,2,61,36,6.0,10.17
Piyush Chawla,Delhi Capitals,2014,1,1,27,15,2.3,11.74
Piyush Chawla,Delhi Capitals,2015,2,6,59,48,8.0,7.38
Piyush Chawla,Delhi Capitals,2016,2,2,45,36,6.0,7.5
Piyush Chawla,Delhi Capitals,2018,2,2,49,36,6.0,8.17
Piyush Chawla,Delhi Capitals,2019,2,1,71,41,6.5,10.92
Piyush Chawla,Delhi Capitals,2020,1,2,33,24,4.0,8.25
Piyush Chawla,Gujarat Lions,2016,1,1,30,24,4.0,7.5
Piyush Chawla,Gujarat Lions,2017,1,1,33,24,4.0,8.25
Piyush Chawla,Kochi Tuskers Kerala,2011,1,1,30,24,4.0,7.5
Piyush Chawla,Kolkata Knight Riders,2008,2,2,52,30,5.0,10.4
Piyush Chawla,Kolkata Knight Riders,2009,2,2,35,36,6.0,5.83
Piyush Chawla,Kolkata Knight Riders,2010,2,1,61,36,6.0,10.17
Piyush Chawla,Kolkata Knight Riders,2011,1,0,29,20,3.2,9.06
Piyush Chawla,Kolkata Knight Riders,2012,2,5,37,48,8.0,4.62
Piyush Chawla,Kolkata Knight Riders,2013,2,0,61,42,7.0,8.71
Piyush Chawla,Mumbai Indians,2008,2,3,38,48,8.0,4.75
Piyush Chawla,Mumbai Indians,2009,2,2,58,42,7.0,8.29
Piyush Chawla,Mumbai Indians,2010,2,4,56,42,7.0,8.0
Piyush Chawla,Mumbai Indians,2011,1,2,37,24,4.0,9.25
Piyush Chawla,Mumbai Indians,2012,2,1,65,48,8.0,8.12
Piyush Chawla,Mumbai Indians,2013,2,3,44,36,6.0,7.33
Piyush Chawla,Mumbai Indians,2014,2,2,47,42,7.0,6.71
Piyush Chawla,Mumbai Indians,2015,2,0,25,18,3.0,8.33
Piyush Chawla,Mumbai Indians,2016,1,1,29,19,3.1,9.35
Piyush Chawla,Mumbai Indians,2017,1,2,34,24,4.0,8.5
Piyush Chawla,Mumbai Indians,2018,2,3,83,42,7.0,11.86
Piyush Chawla,Mumbai Indians,2019,1,1,57,24,4.0,14.25
Piyush Chawla,Mumbai Indians,2020,1,1,21,24,4.0,5.25
Piyush Chawla,Pune Warriors India,2011,1,0,12,6,1.0,12.0
Piyush Chawla,Pune Warriors India,2012,2,1,37,36,6.0,6.17
Piyush Chawla,Pune Warriors India,2013,2,1,52,48,8.0,6.5
Piyush Chawla,Punjab Kings,2014,4,9,105,96,16.0,6.56
Piyush Chawla,Punjab Kings,2015,2,0,64,42,7.0,9.14
Piyush Chawla,Punjab Kings,2016,2,3,45,42,7.0,6.43
Piyush Chawla,Punjab Kings,2017,1,1,36,18,3.0,12.0
Piyush Chawla,Punjab Kings,2018,2,0,40,24,4.0,10.0
Piyush Chawla,Punjab Kings,2019,2,1,69,42,7.0,9.86
Piyush Chawla,Punjab Kings,2020,1,1,22,12,2.0,11.0
Piyush Chawla,Rajasthan Royals,2008,2,3,62,36,6.0,10.33
Piyush Chawla,Rajasthan Royals,2009,2,4,52,48,8.0,6.5
Piyush Chawla,Rajasthan Royals,2010,2,1,56,48,8.0,7.0
Piyush Chawla,Rajasthan Royals,2011,1,1,24,24,4.0,6.0
Piyush Chawla,Rajasthan Royals,2012,2,3,71,48,8.0,8.88
Piyush Chawla,Rajasthan Royals,2013,2,2,49,44,7.2,6.81
Piyush Chawla,Rajasthan Royals,2014,1,0,27,18,3.0,9.0
Piyush Chawla,Rajasthan Royals,2015,1,0,12,6,1.0,12.0
Piyush Chawla,Rajasthan Royals,2018,2,3,42,48,8.0,5.25
Piyush Chawla,Rajasthan Royals,2019,2,3,39,48,8.0,4.88
Piyush Chawla,Rajasthan Royals,2020,2,1,87,42,7.0,12.43
Piyush Chawla,Rising Pune Supergiant,2016,2,2,47,42,7.0,6.71
Piyush Chawla,Rising Pune Supergiant,2017,1,1,36,24,4.0,9.0
Piyush Chawla,Royal Challengers Bangalore,2008,2,5,58,48,8.0,7.25
Piyush Chawla,Royal Challengers Bangalore,2009,2,1,48,48,8.0,6.0
Piyush Chawla,Royal Challengers Bangalore,2010,2,1,42,30,5.0,8.4
Piyush Chawla,Royal Challengers Bangalore,2011,2,6,54,48,8.0,6.75
Piyush Chawla,Royal Challengers Bangalore,2012,2,2,56,42,7.0,8.0
Piyush Chawla,Royal Challengers Bangalore,2013,2,0,53,48,8.0,6.62
Piyush Chawla,Royal Challengers Bangalore,2015,2,1,31,18,3.0,10.33
Piyush Chawla,Royal Challengers Bangalore,2016,2,2,64,43,7.1,9.01
Piyush Chawla,Royal Challengers Bangalore,2017,1,0,13,12,2.0,6.5
Piyush Chawla,Royal Challengers Bangalore,2018,2,1,53,42,7.0,7.57
Piyush Chawla,Royal Challengers Bangalore,2019,2,0,42,30,5.0,8.4
Piyush Chawla,Sunrisers Hyderabad,2013,2,2,45,48,8.0,5.62
Piyush Chawla,Sunrisers Hyderabad,2014,1,1,24,24,4.0,6.0
Piyush Chawla,Sunrisers Hyderabad,2015,2,1,31,30,5.0,6.2
Piyush Chawla,Sunrisers Hyderabad,2016,1,0,13,6,1.0,13.0
Piyush Chawla,Sunrisers Hyderabad,2017,1,1,27,18,3.0,9.0
Piyush Chawla,Sunrisers Hyderabad,2018,3,2,61,54,9.0,6.78
Piyush Chawla,Sunrisers Hyderabad,2019,2,1,61,36,6.0,10.17
Piyush Chawla,Sunrisers Hyderabad,2020,2,1,28,24,4.0,7.0
Pradeep Sangwan,Chennai Super Kings,2008,2,2,69,48,8.0,8.62
Pradeep Sangwan,Chennai Super Kings,2009,2,4,69,42,7.0,9.86
Pradeep Sangwan,Chennai Super Kings,2010,1,0,46,24,4.0,11.5
Pradeep Sangwan,Deccan Chargers,2009,3,4,63,64,10.4,6.06
Pradeep Sangwan,Delhi Capitals,2012,1,1,42,24,4.0,10.5
Pradeep Sangwan,Delhi Capitals,2017,2,2,78,42,7.0,11.14
Pradeep Sangwan,Kolkata Knight Riders,2008,1,1,29,24,4.0,7.25
Pradeep Sangwan,Kolkata Knight Riders,2009,2,3,61,42,7.0,8.71
Pradeep Sangwan,Kolkata Knight Riders,2010,1,0,30,18,3.0,10.0
Pradeep Sangwan,Mumbai Indians,2008,1,1,21,24,4.0,5.25
Pradeep Sangwan,Mumbai Indians,2009,2,2,46,48,8.0,5.75
Pradeep Sangwan,Mumbai Indians,2010,2,3,76,48,8.0,9.5
Pradeep Sangwan,Punjab Kings,2008,1,1,12,6,1.0,12.0
Pradeep Sangwan,Punjab Kings,2009,2,1,61,36,6.0,10.17
Pradeep Sangwan,Punjab Kings,2010,1,1,32,24,4.0,8.0
Pradeep Sangwan,Punjab Kings,2016,1,0,21,12,2.0,10.5
Pradeep Sangwan,Punjab Kings,2017,1,1,28,18,3.0,9.33
Pradeep Sangwan,Rajasthan Royals,2008,1,0,33,24,4.0,8.25
Pradeep Sangwan,Rajasthan Royals,2009,1,0,28,24,4.0,7.0
Pradeep Sangwan,Rajasthan Royals,2010,1,1,20,24,4.0,5.0
Pradeep Sangwan,Rising Pune Supergiant,2017,1,2,38,24,4.0,9.5
Pradeep Sangwan,Royal Challengers Bangalore,2008,1,0,51,18,3.0,17.0
Pradeep Sangwan,Royal Challengers Bangalore,2009,1,1,32,24,4.0,8.0
Pradeep Sangwan,Royal Challengers Bangalore,2010,2,4,54,48,8.0,6.75
Pradeep Sangwan,Royal Challengers Bangalore,2013,1,0,34,12,2.0,17.0
Pradeep Sangwan,Sunrisers Hyderabad,2013,1,0,17,12,2.0,8.5
Pradeep Sangwan,Sunrisers Hyderabad,2016,1,0,28,12,2.0,14.0
Pradeep Sangwan,Sunrisers Hyderabad,2017,1,0,37,24,4.0,9.25
Pradeep Sangwan,Sunrisers Hyderabad,2018,1,0,19,12,2.0,9.5
Pragyan Ojha,Chennai Super Kings,2008,2,2,50,48,8.0,6.25
Pragyan Ojha,Chennai Super Kings,2009,2,2,37,36,6.0,6.17
Pragyan Ojha,Chennai Super Kings,2010,3,4,75,66,11.0,6.82
Pragyan Ojha,Chennai Super Kings,2011,1,3,26,24,4.0,6.5
Pragyan Ojha,Chennai Super Kings,2012,1,2,17,24,4.0,4.25
Pragyan Ojha,Chennai Super Kings,2013,4,6,75,74,12.2,6.15
Pragyan Ojha,Chennai Super Kings,2014,2,2,59,42,7.0,8.43
Pragyan Ojha,Deccan Chargers,2012,1,0,39,24,4.0,9.75
Pragyan Ojha,Delhi Capitals,2008,2,2,31,17,2.5,12.4
Pragyan Ojha,Delhi Capitals,2009,3,3,77,66,11.0,7.0
Pragyan Ojha,Delhi Capitals,2010,2,3,52,48,8.0,6.5
Pragyan Ojha,Delhi Capitals,2011,1,1,21,18,3.0,7.0
Pragyan Ojha,Delhi Capitals,2012,1,1,19,24,4.0,4.75
Pragyan Ojha,Delhi Capitals,2013,1,2,34,24,4.0,8.5
Pragyan Ojha,Delhi Capitals,2014,2,0,59,48,8.0,7.38
Pragyan Ojha,Kolkata Knight Riders,2008,2,2,43,36,6.0,7.17
Pragyan Ojha,Kolkata Knight Riders,2009,2,2,38,42,7.0,5.43
Pragyan Ojha,Kolkata Knight Riders,2010,2,2,57,48,8.0,7.12
Pragyan Ojha,Kolkata Knight Riders,2011,2,1,58,48,8.0,7.25
Pragyan Ojha,Kolkata Knight Riders,2012,1,1,26,18,3.0,8.67
Pragyan Ojha,Kolkata Knight Riders,2013,2,4,44,48,8.0,5.5
Pragyan Ojha,Kolkata Knight Riders,2014,2,0,61,48,8.0,7.62
Pragyan Ojha,Kolkata Knight Riders,2015,1,0,23,12,2.0,11.5
Pragyan Ojha,Mumbai Indians,2008,2,0,37,36,6.0,6.17
Pragyan Ojha,Mumbai Indians,2009,1,3,21,24,4.0,5.25
Pragyan Ojha,Mumbai Indians,2010,2,5,50,48,8.0,6.25
Pragyan Ojha,Mumbai Indians,2011,2,1,45,48,8.0,5.62
Pragyan Ojha,Pune Warriors India,2011,2,3,48,42,7.0,6.86
Pragyan Ojha,Pune Warriors India,2012,2,2,47,48,8.0,5.88
Pragyan Ojha,Pune Warriors India,2013,2,1,48,30,5.0,9.6
Pragyan Ojha,Punjab Kings,2008,1,2,30,24,4.0,7.5
Pragyan Ojha,Punjab Kings,2009,2,0,36,36,6.0,6.0
Pragyan Ojha,Punjab Kings,2010,2,1,50,36,6.0,8.33
Pragyan Ojha,Punjab Kings,2011,1,1,25,18,3.0,8.33
Pragyan Ojha,Punjab Kings,2012,1,2,28,18,3.0,9.33
Pragyan Ojha,Punjab Kings,2013,1,2,22,18,3.0,7.33
Pragyan Ojha,Punjab Kings,2014,1,0,28,24,4.0,7.0
Pragyan Ojha,Rajasthan Royals,2008,2,1,70,36,6.0,11.67
Pragyan Ojha,Rajasthan Royals,2009,2,2,52,45,7.3,7.12
Pragyan Ojha,Rajasthan Royals,2010,2,2,77,36,6.0,12.83
Pragyan Ojha,Rajasthan Royals,2011,1,0,44,23,3.5,12.57
Pragyan Ojha,Rajasthan Royals,2012,1,0,19,12,2.0,9.5
Pragyan Ojha,Rajasthan Royals,2013,3,1,103,72,12.0,8.58
Pragyan Ojha,Rajasthan Royals,2014,2,2,61,48,8.0,7.62
Pragyan Ojha,Royal Challengers Bangalore,2008,1,2,28,24,4.0,7.0
Pragyan Ojha,Royal Challengers Bangalore,2009,3,6,87,72,12.0,7.25
Pragyan Ojha,Royal Challengers Bangalore,2010,3,4,68,71,11.5,5.91
Pragyan Ojha,Royal Challengers Bangalore,2012,1,1,25,12,2.0,12.5
Pragyan Ojha,Royal Challengers Bangalore,2014,1,0,37,24,4.0,9.25
Pragyan Ojha,Sunrisers Hyderabad,2013,2,0,55,48,8.0,6.88
Pragyan Ojha,Sunrisers Hyderabad,2014,2,0,75,42,7.0,10.71
Prashanth Parameswaran,Deccan Chargers,2012,2,2,57,42,7.0,8.14
Prashanth Parameswaran,Delhi Capitals,2011,1,2,29,24,4.0,7.25
Prashanth Parameswaran,Delhi Capitals,2012,1,3,30,18,3.0,10.0
Prashanth Parameswaran,Kolkata Knight Riders,2011,1,0,21,24,4.0,5.25
Prashanth Parameswaran,Punjab Kings,2011,1,0,23,12,2.0,11.5
Prashanth Parameswaran,Rajasthan Royals,2011,1,2,20,21,3.3,6.06
Prashanth Parameswaran,Royal Challengers Bangalore,2011,1,0,44,13,2.1,20.95
Prasidh Krishna,Chennai Super Kings,2019,2,0,53,48,8.0,6.62
Prasidh Krishna,Delhi Capitals,2019,2,1,58,42,7.0,8.29
Prasidh Krishna,Delhi Capitals,2020,1,0,18,13,2.1,8.57
Prasidh Krishna,Mumbai Indians,2018,2,1,80,48,8.0,10.0
Prasidh Krishna,Mumbai Indians,2019,1,1,22,18,3.0,7.33
Prasidh Krishna,Mumbai Indians,2020,1,0,30,12,2.0,15.0
Prasidh Krishna,Punjab Kings,2018,1,2,31,24,4.0,7.75
Prasidh Krishna,Punjab Kings,2019,1,0,42,24,4.0,10.5
Prasidh Krishna,Punjab Kings,2020,2,3,53,42,7.0,7.57
Prasidh Krishna,Rajasthan Royals,2018,2,3,63,48,8.0,7.88
Prasidh Krishna,Rajasthan Royals,2019,2,2,78,44,7.2,10.83
Prasidh Krishna,Royal Challengers Bangalore,2019,2,0,93,42,7.0,13.29
Prasidh Krishna,Royal Challengers Bangalore,2020,2,1,62,39,6.3,9.84
