bowler,batting_team,season,Innings,bowler's_wicket,bowler's_runs,valid_ball,overs,economy
Mohammed Shami,Sunrisers Hyderabad,2014,2,0,42,30,5.0,8.4
Mohammed Shami,Sunrisers Hyderabad,2016,1,1,26,18,3.0,8.67
Mohammed Shami,Sunrisers Hyderabad,2017,1,2,36,24,4.0,9.0
Mohammed Shami,Sunrisers Hyderabad,2019,2,3,66,48,8.0,8.25
Mohammed Shami,Sunrisers Hyderabad,2020,2,2,74,48,8.0,9.25
Mohammed Siraj,Chennai Super Kings,2018,2,0,66,36,6.0,11.0
Mohammed Siraj,Chennai Super Kings,2019,1,1,5,12,2.0,2.5
Mohammed Siraj,Chennai Super Kings,2020,1,0,29,12,2.0,14.5
Mohammed Siraj,Delhi Capitals,2017,2,4,80,48,8.0,10.0
Mohammed Siraj,Delhi Capitals,2018,2,1,81,48,8.0,10.12
Mohammed Siraj,Delhi Capitals,2019,1,1,14,11,1.5,9.33
Mohammed Siraj,Delhi Capitals,2020,2,3,63,42,7.0,9.0
Mohammed Siraj,Gujarat Lions,2017,1,4,32,24,4.0,8.0
Mohammed Siraj,Kolkata Knight Riders,2017,1,2,26,24,4.0,6.5
Mohammed Siraj,Kolkata Knight Riders,2018,1,2,40,24,4.0,10.0
Mohammed Siraj,Kolkata Knight Riders,2019,2,0,74,38,6.2,11.94
Mohammed Siraj,Kolkata Knight Riders,2020,2,4,32,42,7.0,4.57
Mohammed Siraj,Mumbai Indians,2017,1,0,32,18,3.0,10.67
Mohammed Siraj,Mumbai Indians,2018,2,2,62,48,8.0,7.75
Mohammed Siraj,Mumbai Indians,2019,2,3,59,36,6.0,9.83
Mohammed Siraj,Mumbai Indians,2020,1,2,28,19,3.1,9.03
Mohammed Siraj,Punjab Kings,2018,1,1,17,18,3.0,5.67
Mohammed Siraj,Punjab Kings,2019,1,1,54,24,4.0,13.5
Mohammed Siraj,Punjab Kings,2020,1,0,44,18,3.0,14.67
Mohammed Siraj,Rajasthan Royals,2018,1,1,33,24,4.0,8.25
Mohammed Siraj,Rajasthan Royals,2019,1,1,25,24,4.0,6.25
Mohammed Siraj,Rising Pune Supergiant,2017,1,0,42,24,4.0,10.5
Mohammed Siraj,Sunrisers Hyderabad,2018,2,4,68,48,8.0,8.5
Mohammed Siraj,Sunrisers Hyderabad,2019,1,0,38,24,4.0,9.5
Mohammed Siraj,Sunrisers Hyderabad,2020,2,2,40,30,5.0,8.0
Mohit Sharma,Chennai Super Kings,2018,2,2,75,43,7.1,10.56
Mohit Sharma,Delhi Capitals,2013,2,5,32,42,7.0,4.57
Mohit Sharma,Delhi Capitals,2014,2,2,68,42,7.0,9.71
Mohit Sharma,Delhi Capitals,2015,2,1,50,36,6.0,8.33
Mohit Sharma,Delhi Capitals,2016,2,0,31,36,6.0,5.17
Mohit Sharma,Delhi Capitals,2017,2,2,40,31,5.1,7.84
Mohit Sharma,Delhi Capitals,2018,1,2,33,24,4.0,8.25
Mohit Sharma,Gujarat Lions,2016,2,3,56,40,6.4,8.75
Mohit Sharma,Gujarat Lions,2017,2,1,60,48,8.0,7.5
Mohit Sharma,Kolkata Knight Riders,2013,2,1,36,42,7.0,5.14
Mohit Sharma,Kolkata Knight Riders,2014,2,3,50,36,6.0,8.33
Mohit Sharma,Kolkata Knight Riders,2015,2,2,46,42,7.0,6.57
Mohit Sharma,Kolkata Knight Riders,2016,2,0,68,43,7.1,9.58
Mohit Sharma,Kolkata Knight Riders,2017,2,2,54,36,6.0,9.0
Mohit Sharma,Kolkata Knight Riders,2018,1,1,40,24,4.0,10.0
Mohit Sharma,Mumbai Indians,2013,3,3,78,70,11.4,6.84
Mohit Sharma,Mumbai Indians,2014,3,8,82,72,12.0,6.83
Mohit Sharma,Mumbai Indians,2015,4,3,133,78,13.0,10.23
Mohit Sharma,Mumbai Indians,2016,2,5,64,48,8.0,8.0
Mohit Sharma,Mumbai Indians,2017,2,3,86,39,6.3,13.65
Mohit Sharma,Mumbai Indians,2018,1,0,34,18,3.0,11.33
Mohit Sharma,Mumbai Indians,2019,1,1,27,18,3.0,9.0
Mohit Sharma,Pune Warriors India,2013,1,3,21,24,4.0,5.25
Mohit Sharma,Punjab Kings,2013,1,2,31,24,4.0,7.75
Mohit Sharma,Punjab Kings,2014,3,3,119,65,10.5,11.33
Mohit Sharma,Punjab Kings,2015,1,1,10,18,3.0,3.33
Mohit Sharma,Punjab Kings,2020,1,1,45,24,4.0,11.25
Mohit Sharma,Rajasthan Royals,2013,2,1,40,36,6.0,6.67
Mohit Sharma,Rajasthan Royals,2014,2,4,44,36,6.0,7.33
Mohit Sharma,Rajasthan Royals,2015,2,3,58,48,8.0,7.25
Mohit Sharma,Rajasthan Royals,2018,1,0,29,18,3.0,9.67
Mohit Sharma,Rising Pune Supergiant,2016,2,4,62,48,8.0,7.75
Mohit Sharma,Rising Pune Supergiant,2017,2,0,40,30,5.0,8.0
Mohit Sharma,Royal Challengers Bangalore,2013,2,1,27,18,3.0,9.0
Mohit Sharma,Royal Challengers Bangalore,2014,2,1,29,30,5.0,5.8
Mohit Sharma,Royal Challengers Bangalore,2015,3,2,90,72,12.0,7.5
Mohit Sharma,Royal Challengers Bangalore,2016,2,0,66,36,6.0,11.0
Mohit Sharma,Royal Challengers Bangalore,2017,2,2,71,48,8.0,8.88
Mohit Sharma,Royal Challengers Bangalore,2018,2,0,60,27,4.3,13.95
Mohit Sharma,Sunrisers Hyderabad,2013,2,4,61,48,8.0,7.62
Mohit Sharma,Sunrisers Hyderabad,2014,2,2,60,42,7.0,8.57
Mohit Sharma,Sunrisers Hyderabad,2015,2,2,94,48,8.0,11.75
Mohit Sharma,Sunrisers Hyderabad,2016,2,1,60,40,6.4,9.38
Mohit Sharma,Sunrisers Hyderabad,2017,2,3,59,42,7.0,8.43
Mohit Sharma,Sunrisers Hyderabad,2018,1,2,51,24,4.0,12.75
Mohnsinh Parmar,Deccan Chargers,2010,1,0,33,18,3.0,11.0
Moises Henriques,Chennai Super Kings,2015,1,2,20,24,4.0,5.0
Moises Henriques,Deccan Chargers,2009,1,0,4,1,0.1,40.0
Moises Henriques,Deccan Chargers,2010,1,1,35,24,4.0,8.75
Moises Henriques,Delhi Capitals,2009,2,1,71,48,8.0,8.88
Moises Henriques,Delhi Capitals,2013,1,1,21,12,2.0,10.5
Moises Henriques,Delhi Capitals,2014,1,2,26,18,3.0,8.67
Moises Henriques,Delhi Capitals,2015,1,0,14,12,2.0,7.0
Moises Henriques,Delhi Capitals,2016,2,2,37,30,5.0,7.4
Moises Henriques,Delhi Capitals,2017,2,0,68,31,5.1,13.33
Moises Henriques,Gujarat Lions,2016,3,1,68,54,9.0,7.56
Moises Henriques,Gujarat Lions,2017,2,0,24,12,2.0,12.0
Moises Henriques,Kolkata Knight Riders,2013,1,2,24,24,4.0,6.0
Moises Henriques,Kolkata Knight Riders,2015,2,2,29,24,4.0,7.25
Moises Henriques,Kolkata Knight Riders,2016,3,2,50,42,7.0,7.14
Moises Henriques,Kolkata Knight Riders,2017,2,0,57,30,5.0,11.4
Moises Henriques,Mumbai Indians,2014,1,1,23,18,3.0,7.67
Moises Henriques,Mumbai Indians,2015,1,0,17,18,3.0,5.67
Moises Henriques,Mumbai Indians,2016,2,1,41,48,8.0,5.12
Moises Henriques,Mumbai Indians,2017,1,0,15,6,1.0,15.0
Moises Henriques,Pune Warriors India,2013,1,1,44,24,4.0,11.0
Moises Henriques,Punjab Kings,2009,1,1,32,24,4.0,8.0
Moises Henriques,Punjab Kings,2013,2,0,58,31,5.1,11.37
Moises Henriques,Punjab Kings,2014,1,0,36,12,2.0,18.0
Moises Henriques,Punjab Kings,2015,2,4,46,48,8.0,5.75
Moises Henriques,Punjab Kings,2016,2,3,62,42,7.0,8.86
Moises Henriques,Punjab Kings,2017,2,1,45,30,5.0,9.0
Moises Henriques,Rajasthan Royals,2013,1,1,6,12,2.0,3.0
Moises Henriques,Rajasthan Royals,2014,1,1,11,12,2.0,5.5
Moises Henriques,Rajasthan Royals,2015,1,1,29,18,3.0,9.67
Moises Henriques,Rising Pune Supergiant,2016,2,2,36,30,5.0,7.2
Moises Henriques,Rising Pune Supergiant,2017,2,0,19,23,3.5,5.43
Moises Henriques,Royal Challengers Bangalore,2015,1,2,3,6,1.0,3.0
Moises Henriques,Royal Challengers Bangalore,2016,3,1,121,66,11.0,11.0
Moises Henriques,Royal Challengers Bangalore,2017,1,0,20,12,2.0,10.0
Moises Henriques,Sunrisers Hyderabad,2013,2,2,32,24,4.0,8.0
Monu Kumar,Royal Challengers Bangalore,2020,1,0,20,12,2.0,10.0
Morne Morkel,Chennai Super Kings,2012,2,2,50,48,8.0,6.25
Morne Morkel,Chennai Super Kings,2013,1,1,42,24,4.0,10.5
Morne Morkel,Deccan Chargers,2009,1,0,20,18,3.0,6.67
Morne Morkel,Deccan Chargers,2010,1,0,32,24,4.0,8.0
Morne Morkel,Deccan Chargers,2011,2,0,68,48,8.0,8.5
Morne Morkel,Deccan Chargers,2012,2,4,55,48,8.0,6.88
Morne Morkel,Delhi Capitals,2014,1,2,41,24,4.0,10.25
Morne Morkel,Delhi Capitals,2015,1,2,30,24,4.0,7.5
Morne Morkel,Gujarat Lions,2016,2,1,77,45,7.3,10.55
Morne Morkel,Kochi Tuskers Kerala,2011,2,4,47,42,7.0,6.71
Morne Morkel,Kolkata Knight Riders,2011,1,1,42,24,4.0,10.5
Morne Morkel,Kolkata Knight Riders,2012,3,4,90,66,11.0,8.18
Morne Morkel,Kolkata Knight Riders,2013,1,1,22,24,4.0,5.5
Morne Morkel,Mumbai Indians,2011,2,2,78,48,8.0,9.75
Morne Morkel,Mumbai Indians,2012,2,3,43,48,8.0,5.38
Morne Morkel,Mumbai Indians,2013,1,1,43,24,4.0,10.75
Morne Morkel,Mumbai Indians,2014,2,3,51,48,8.0,6.38
Morne Morkel,Mumbai Indians,2015,2,3,45,48,8.0,5.62
Morne Morkel,Pune Warriors India,2012,2,4,84,48,8.0,10.5
Morne Morkel,Pune Warriors India,2013,2,0,72,48,8.0,9.0
Morne Morkel,Punjab Kings,2011,2,2,54,48,8.0,6.75
Morne Morkel,Punjab Kings,2012,2,4,52,48,8.0,6.5
Morne Morkel,Punjab Kings,2013,1,1,22,24,4.0,5.5
Morne Morkel,Punjab Kings,2014,4,5,109,96,16.0,6.81
Morne Morkel,Punjab Kings,2015,1,2,27,24,4.0,6.75
Morne Morkel,Punjab Kings,2016,2,3,54,48,8.0,6.75
Morne Morkel,Rajasthan Royals,2011,1,1,11,24,4.0,2.75
Morne Morkel,Rajasthan Royals,2012,2,2,49,48,8.0,6.12
Morne Morkel,Rajasthan Royals,2013,1,0,40,24,4.0,10.0
Morne Morkel,Rajasthan Royals,2014,1,1,40,24,4.0,10.0
Morne Morkel,Rajasthan Royals,2015,1,0,38,24,4.0,9.5
Morne Morkel,Rising Pune Supergiant,2016,2,0,52,36,6.0,8.67
Morne Morkel,Royal Challengers Bangalore,2009,1,0,20,24,4.0,5.0
Morne Morkel,Royal Challengers Bangalore,2010,1,0,34,18,3.0,11.33
Morne Morkel,Royal Challengers Bangalore,2011,1,3,25,24,4.0,6.25
Morne Morkel,Royal Challengers Bangalore,2012,1,2,30,24,4.0,7.5
Morne Morkel,Royal Challengers Bangalore,2013,2,1,67,48,8.0,8.38
Morne Morkel,Royal Challengers Bangalore,2014,2,0,55,48,8.0,6.88
Morne Morkel,Royal Challengers Bangalore,2015,1,1,35,24,4.0,8.75
Morne Morkel,Royal Challengers Bangalore,2016,2,2,48,36,6.0,8.0
Morne Morkel,Sunrisers Hyderabad,2013,1,2,27,24,4.0,6.75
Morne Morkel,Sunrisers Hyderabad,2014,2,1,71,48,8.0,8.88
Morne Morkel,Sunrisers Hyderabad,2015,1,2,31,24,4.0,7.75
Morne Morkel,Sunrisers Hyderabad,2016,2,4,66,48,8.0,8.25
Mujeeb Ur Rahman,Chennai Super Kings,2018,1,0,18,18,3.0,6.0
Mujeeb Ur Rahman,Delhi Capitals,2018,2,4,53,48,8.0,6.62
Mujeeb Ur Rahman,Delhi Capitals,2019,1,0,36,24,4.0,9.0
Mujeeb Ur Rahman,Kolkata Knight Riders,2018,2,1,60,38,6.2,9.68
Mujeeb Ur Rahman,Kolkata Knight Riders,2020,1,0,44,24,4.0,11.0
Mujeeb Ur Rahman,Mumbai Indians,2018,1,2,37,24,4.0,9.25
Mujeeb Ur Rahman,Rajasthan Royals,2018,2,5,48,48,8.0,6.0
Mujeeb Ur Rahman,Rajasthan Royals,2019,2,2,55,42,7.0,7.86
Mujeeb Ur Rahman,Royal Challengers Bangalore,2018,1,1,29,24,4.0,7.25
Mujeeb Ur Rahman,Sunrisers Hyderabad,2018,2,1,44,48,8.0,5.5
Mujeeb Ur Rahman,Sunrisers Hyderabad,2019,2,1,100,48,8.0,12.5
Mujeeb Ur Rahman,Sunrisers Hyderabad,2020,1,0,39,24,4.0,9.75
Munaf Patel,Chennai Super Kings,2008,3,3,85,60,10.0,8.5
Munaf Patel,Chennai Super Kings,2009,1,2,25,24,4.0,6.25
Munaf Patel,Chennai Super Kings,2011,1,1,40,24,4.0,10.0
Munaf Patel,Chennai Super Kings,2012,1,0,46,24,4.0,11.5
Munaf Patel,Chennai Super Kings,2013,2,3,61,42,7.0,8.71
Munaf Patel,Deccan Chargers,2008,2,1,83,48,8.0,10.38
Munaf Patel,Deccan Chargers,2009,2,0,26,18,3.0,8.67
Munaf Patel,Deccan Chargers,2011,2,1,72,48,8.0,9.0
Munaf Patel,Deccan Chargers,2012,2,5,43,48,8.0,5.38
Munaf Patel,Delhi Capitals,2008,3,3,66,66,11.0,6.0
Munaf Patel,Delhi Capitals,2009,2,4,53,48,8.0,6.62
Munaf Patel,Delhi Capitals,2010,1,1,32,18,3.0,10.67
Munaf Patel,Delhi Capitals,2011,2,2,49,42,7.0,7.0
Munaf Patel,Delhi Capitals,2012,1,0,15,18,3.0,5.0
Munaf Patel,Delhi Capitals,2013,1,0,36,24,4.0,9.0
Munaf Patel,Kochi Tuskers Kerala,2011,1,0,15,18,3.0,5.0
Munaf Patel,Kolkata Knight Riders,2008,2,2,51,48,8.0,6.38
Munaf Patel,Kolkata Knight Riders,2009,2,3,50,42,7.0,7.14
Munaf Patel,Kolkata Knight Riders,2010,1,1,20,18,3.0,6.67
Munaf Patel,Kolkata Knight Riders,2011,1,3,27,24,4.0,6.75
Munaf Patel,Kolkata Knight Riders,2012,2,2,49,48,8.0,6.12
Munaf Patel,Mumbai Indians,2008,1,0,21,18,3.0,7.0
Munaf Patel,Mumbai Indians,2009,1,2,22,23,3.5,6.29
Munaf Patel,Mumbai Indians,2017,1,1,35,24,4.0,8.75
Munaf Patel,Pune Warriors India,2011,2,4,38,38,6.2,6.13
Munaf Patel,Pune Warriors India,2012,2,3,50,48,8.0,6.25
Munaf Patel,Punjab Kings,2008,2,1,73,48,8.0,9.12
Munaf Patel,Punjab Kings,2009,1,2,24,24,4.0,6.0
Munaf Patel,Punjab Kings,2010,1,1,43,24,4.0,10.75
Munaf Patel,Punjab Kings,2011,2,7,39,48,8.0,4.88
Munaf Patel,Punjab Kings,2012,2,0,82,48,8.0,10.25
Munaf Patel,Rajasthan Royals,2011,2,2,41,42,7.0,5.86
Munaf Patel,Rajasthan Royals,2012,1,4,28,22,3.4,8.24
Munaf Patel,Royal Challengers Bangalore,2008,2,4,41,42,7.0,5.86
Munaf Patel,Royal Challengers Bangalore,2009,2,3,41,30,5.0,8.2
Munaf Patel,Royal Challengers Bangalore,2010,1,0,23,18,3.0,7.67
Munaf Patel,Royal Challengers Bangalore,2011,2,2,37,42,7.0,5.29
Munaf Patel,Royal Challengers Bangalore,2012,1,1,54,24,4.0,13.5
Munaf Patel,Royal Challengers Bangalore,2013,1,0,40,24,4.0,10.0
Munaf Patel,Sunrisers Hyderabad,2017,1,0,22,18,3.0,7.33
Murali Kartik,Chennai Super Kings,2008,1,0,33,18,3.0,11.0
Murali Kartik,Chennai Super Kings,2009,1,0,27,18,3.0,9.0
Murali Kartik,Chennai Super Kings,2010,1,0,21,24,4.0,5.25
Murali Kartik,Chennai Super Kings,2011,2,1,56,48,8.0,7.0
Murali Kartik,Chennai Super Kings,2012,2,0,42,42,7.0,6.0
Murali Kartik,Chennai Super Kings,2013,1,0,29,18,3.0,9.67
Murali Kartik,Chennai Super Kings,2014,1,0,40,24,4.0,10.0
Murali Kartik,Deccan Chargers,2008,2,3,46,40,6.4,7.19
Murali Kartik,Deccan Chargers,2009,2,1,35,48,8.0,4.38
Murali Kartik,Deccan Chargers,2010,2,2,46,42,7.0,6.57
Murali Kartik,Deccan Chargers,2012,1,0,16,12,2.0,8.0
Murali Kartik,Delhi Capitals,2009,2,0,38,48,8.0,4.75
Murali Kartik,Delhi Capitals,2010,1,0,26,24,4.0,6.5
Murali Kartik,Delhi Capitals,2012,2,1,51,42,7.0,7.29
Murali Kartik,Delhi Capitals,2013,1,0,21,24,4.0,5.25
Murali Kartik,Kochi Tuskers Kerala,2011,1,0,30,24,4.0,7.5
Murali Kartik,Kolkata Knight Riders,2012,1,1,22,24,4.0,5.5
Murali Kartik,Kolkata Knight Riders,2013,1,1,17,24,4.0,4.25
Murali Kartik,Mumbai Indians,2008,1,0,24,18,3.0,8.0
Murali Kartik,Mumbai Indians,2009,1,1,20,18,3.0,6.67
Murali Kartik,Mumbai Indians,2010,2,3,41,48,8.0,5.12
Murali Kartik,Mumbai Indians,2011,1,0,29,24,4.0,7.25
Murali Kartik,Mumbai Indians,2012,2,2,41,36,6.0,6.83
Murali Kartik,Mumbai Indians,2013,1,1,24,24,4.0,6.0
Murali Kartik,Pune Warriors India,2013,2,3,54,42,7.0,7.71
Murali Kartik,Punjab Kings,2009,2,0,27,24,4.0,6.75
Murali Kartik,Punjab Kings,2010,1,1,41,24,4.0,10.25
Murali Kartik,Punjab Kings,2011,1,0,10,5,0.5,20.0
Murali Kartik,Punjab Kings,2012,1,0,23,18,3.0,7.67
Murali Kartik,Punjab Kings,2013,1,2,24,18,3.0,8.0
Murali Kartik,Rajasthan Royals,2010,2,1,56,48,8.0,7.0
Murali Kartik,Rajasthan Royals,2011,1,0,41,24,4.0,10.25
Murali Kartik,Rajasthan Royals,2012,2,0,71,42,7.0,10.14
Murali Kartik,Rajasthan Royals,2013,2,1,67,42,7.0,9.57
Murali Kartik,Rajasthan Royals,2014,1,1,51,24,4.0,12.75
Murali Kartik,Royal Challengers Bangalore,2008,1,0,24,12,2.0,12.0
Murali Kartik,Royal Challengers Bangalore,2009,2,2,54,48,8.0,6.75
Murali Kartik,Royal Challengers Bangalore,2010,1,2,22,24,4.0,5.5
Murali Kartik,Sunrisers Hyderabad,2013,2,1,48,42,7.0,6.86
Murali Vijay,Chennai Super Kings,2014,1,0,13,6,1.0,13.0
Murali Vijay,Mumbai Indians,2015,1,0,12,6,1.0,12.0
Murali Vijay,Sunrisers Hyderabad,2015,1,0,16,18,3.0,5.33
Murali Vijay,Sunrisers Hyderabad,2016,1,0,8,6,1.0,8.0
Murugan Ashwin,Chennai Super Kings,2018,1,1,17,18,3.0,5.67
Murugan Ashwin,Chennai Super Kings,2019,2,0,56,42,7.0,8.0
Murugan Ashwin,Chennai Super Kings,2020,1,0,17,24,4.0,4.25
Murugan Ashwin,Delhi Capitals,2016,1,0,31,18,3.0,10.33
Murugan Ashwin,Delhi Capitals,2019,2,0,39,30,5.0,7.8
Murugan Ashwin,Delhi Capitals,2020,1,1,33,24,4.0,8.25
Murugan Ashwin,Gujarat Lions,2016,2,2,53,42,7.0,7.57
Murugan Ashwin,Kolkata Knight Riders,2016,2,1,45,30,5.0,9.0
Murugan Ashwin,Kolkata Knight Riders,2018,1,2,36,24,4.0,9.0
Murugan Ashwin,Kolkata Knight Riders,2019,1,0,24,12,2.0,12.0
Murugan Ashwin,Kolkata Knight Riders,2020,1,1,27,24,4.0,6.75
Murugan Ashwin,Mumbai Indians,2016,2,1,41,39,6.3,6.51
Murugan Ashwin,Mumbai Indians,2019,1,2,25,24,4.0,6.25
Murugan Ashwin,Mumbai Indians,2020,1,0,28,18,3.0,9.33
Murugan Ashwin,Punjab Kings,2016,1,3,36,24,4.0,9.0
Murugan Ashwin,Rajasthan Royals,2019,1,1,24,24,4.0,6.0
Murugan Ashwin,Rajasthan Royals,2020,2,2,59,33,5.3,11.13
Murugan Ashwin,Royal Challengers Bangalore,2016,1,0,29,12,2.0,14.5
Murugan Ashwin,Royal Challengers Bangalore,2019,2,1,55,48,8.0,6.88
Murugan Ashwin,Royal Challengers Bangalore,2020,2,5,44,42,7.0,6.29
Murugan Ashwin,Sunrisers Hyderabad,2016,1,0,6,6,1.0,6.0
Murugan Ashwin,Sunrisers Hyderabad,2019,1,1,32,24,4.0,8.0
Murugan Ashwin,Sunrisers Hyderabad,2020,1,1,27,24,4.0,6.75
Musavir Khote,Chennai Super Kings,2008,1,2,29,18,3.0,9.67
Musavir Khote,Punjab Kings,2008,1,0,22,12,2.0,11.0
Mustafizur Rahman,Chennai Super Kings,2018,1,1,39,23,3.5,11.14
Mustafizur Rahman,Delhi Capitals,2016,2,1,63,48,8.0,7.88
Mustafizur Rahman,Delhi Capitals,2018,2,1,59,48,8.0,7.38
Mustafizur Rahman,Gujarat Lions,2016,2,3,36,48,8.0,4.5
Mustafizur Rahman,Kolkata Knight Riders,2016,3,2,89,72,12.0,7.42
Mustafizur Rahman,Mumbai Indians,2016,2,4,48,42,7.0,6.86
Mustafizur Rahman,Mumbai Indians,2017,1,0,34,16,2.4,14.17
Mustafizur Rahman,Punjab Kings,2016,2,3,41,48,8.0,5.12
Mustafizur Rahman,Rajasthan Royals,2018,1,1,35,24,4.0,8.75
Mustafizur Rahman,Rising Pune Supergiant,2016,2,0,47,36,6.0,7.83
Mustafizur Rahman,Royal Challengers Bangalore,2016,3,4,97,72,12.0,8.08
Mustafizur Rahman,Royal Challengers Bangalore,2018,1,0,55,24,4.0,13.75
Mustafizur Rahman,Sunrisers Hyderabad,2018,2,4,42,46,7.4,5.68
Muttiah Muralitharan,Chennai Super Kings,2011,1,0,26,24,4.0,6.5
Muttiah Muralitharan,Chennai Super Kings,2012,1,3,21,24,4.0,5.25
Muttiah Muralitharan,Chennai Super Kings,2014,1,1,29,24,4.0,7.25
Muttiah Muralitharan,Deccan Chargers,2008,2,2,46,48,8.0,5.75
Muttiah Muralitharan,Deccan Chargers,2009,2,3,28,42,7.0,4.0
Muttiah Muralitharan,Deccan Chargers,2010,2,1,44,48,8.0,5.5
Muttiah Muralitharan,Deccan Chargers,2012,2,1,48,48,8.0,6.0
Muttiah Muralitharan,Delhi Capitals,2008,2,0,52,48,8.0,6.5
Muttiah Muralitharan,Delhi Capitals,2009,2,1,48,42,7.0,6.86
Muttiah Muralitharan,Delhi Capitals,2010,1,2,25,24,4.0,6.25
Muttiah Muralitharan,Delhi Capitals,2012,2,4,69,48,8.0,8.62
Muttiah Muralitharan,Delhi Capitals,2014,1,2,25,24,4.0,6.25
Muttiah Muralitharan,Kolkata Knight Riders,2008,2,0,53,48,8.0,6.62
Muttiah Muralitharan,Kolkata Knight Riders,2009,1,1,16,24,4.0,4.0
Muttiah Muralitharan,Kolkata Knight Riders,2010,2,2,63,48,8.0,7.88
Muttiah Muralitharan,Kolkata Knight Riders,2011,1,1,18,24,4.0,4.5
Muttiah Muralitharan,Kolkata Knight Riders,2012,1,2,31,24,4.0,7.75
Muttiah Muralitharan,Kolkata Knight Riders,2013,1,0,30,24,4.0,7.5
Muttiah Muralitharan,Kolkata Knight Riders,2014,2,0,44,24,4.0,11.0
Muttiah Muralitharan,Mumbai Indians,2008,2,2,60,36,6.0,10.0
Muttiah Muralitharan,Mumbai Indians,2009,1,0,19,24,4.0,4.75
Muttiah Muralitharan,Mumbai Indians,2010,2,3,49,48,8.0,6.12
Muttiah Muralitharan,Mumbai Indians,2012,2,3,40,48,8.0,5.0
Muttiah Muralitharan,Mumbai Indians,2013,1,0,30,24,4.0,7.5
Muttiah Muralitharan,Pune Warriors India,2011,1,1,42,23,3.5,12.0
Muttiah Muralitharan,Pune Warriors India,2012,1,2,16,24,4.0,4.0
Muttiah Muralitharan,Pune Warriors India,2013,1,0,32,18,3.0,10.67
Muttiah Muralitharan,Punjab Kings,2008,3,3,84,72,12.0,7.0
Muttiah Muralitharan,Punjab Kings,2009,2,2,45,48,8.0,5.62
Muttiah Muralitharan,Punjab Kings,2010,1,3,16,24,4.0,4.0
Muttiah Muralitharan,Punjab Kings,2013,1,1,44,24,4.0,11.0
Muttiah Muralitharan,Rajasthan Royals,2008,3,3,90,72,12.0,7.5
Muttiah Muralitharan,Rajasthan Royals,2009,2,2,55,48,8.0,6.88
Muttiah Muralitharan,Rajasthan Royals,2010,2,1,86,48,8.0,10.75
Muttiah Muralitharan,Rajasthan Royals,2011,1,0,28,19,3.1,9.03
Muttiah Muralitharan,Rajasthan Royals,2012,1,0,35,24,4.0,8.75
Muttiah Muralitharan,Royal Challengers Bangalore,2008,1,1,19,24,4.0,4.75
Muttiah Muralitharan,Royal Challengers Bangalore,2009,3,5,50,72,12.0,4.17
Muttiah Muralitharan,Royal Challengers Bangalore,2010,2,3,46,48,8.0,5.75
Muttiah Muralitharan,Royal Challengers Bangalore,2011,1,0,27,24,4.0,6.75
Muttiah Muralitharan,Sunrisers Hyderabad,2013,2,2,41,48,8.0,5.12
Muttiah Muralitharan,Sunrisers Hyderabad,2014,1,0,26,24,4.0,6.5
Nathan Coulter-Nile,Chennai Super Kings,2015,1,3,30,24,4.0,7.5
Nathan Coulter-Nile,Chennai Super Kings,2020,1,1,25,24,4.0,6.25
Nathan Coulter-Nile,Delhi Capitals,2017,2,6,56,48,8.0,7.0
Nathan Coulter-Nile,Delhi Capitals,2020,3,3,70,60,10.0,7.0
Nathan Coulter-Nile,Gujarat Lions,2017,1,2,41,20,3.2,12.81
Nathan Coulter-Nile,Kolkata Knight Riders,2014,1,2,27,24,4.0,6.75
Nathan Coulter-Nile,Kolkata Knight Riders,2015,1,1,30,24,4.0,7.5
Nathan Coulter-Nile,Kolkata Knight Riders,2016,1,0,32,24,4.0,8.0
Nathan Coulter-Nile,Kolkata Knight Riders,2020,1,1,51,24,4.0,12.75
Nathan Coulter-Nile,Mumbai Indians,2015,2,3,66,48,8.0,8.25
Nathan Coulter-Nile,Mumbai Indians,2017,1,1,15,18,3.0,5.0
Nathan Coulter-Nile,Punjab Kings,2013,1,1,29,24,4.0,7.25
Nathan Coulter-Nile,Punjab Kings,2015,2,4,34,42,7.0,4.86
Nathan Coulter-Nile,Punjab Kings,2020,1,0,33,24,4.0,8.25
Nathan Coulter-Nile,Rajasthan Royals,2015,2,1,80,48,8.0,10.0
Nathan Coulter-Nile,Rising Pune Supergiant,2016,1,0,21,18,3.0,7.0
Nathan Coulter-Nile,Rising Pune Supergiant,2017,1,0,41,18,3.0,13.67
Nathan Coulter-Nile,Royal Challengers Bangalore,2015,1,0,30,21,3.3,9.09
Nathan Coulter-Nile,Royal Challengers Bangalore,2017,1,3,21,18,3.0,7.0
Nathan Coulter-Nile,Sunrisers Hyderabad,2015,2,3,51,48,8.0,6.38
Nathan Coulter-Nile,Sunrisers Hyderabad,2016,2,3,61,48,8.0,7.62
Nathan Coulter-Nile,Sunrisers Hyderabad,2017,2,3,54,48,8.0,6.75
Nathan Coulter-Nile,Sunrisers Hyderabad,2020,1,0,27,24,4.0,6.75
Nathan McCullum,Chennai Super Kings,2011,1,0,12,12,2.0,6.0
Nathan McCullum,Rajasthan Royals,2011,1,0,22,18,3.0,7.33
Nathan Rimmington,Pune Warriors India,2011,1,0,19,18,3.0,6.33
Nathu Singh,Punjab Kings,2017,1,1,7,12,2.0,3.5
