batsman,Bowling Team,Innings,batsman_runs,valid_ball,Strike Rate,not outs,Average
Yuzvendra Chahal,Gujarat Lions,1,1,2,50.0,0,1.0
Yuzvendra Chahal,Kolkata Knight Riders,1,0,2,0.0,0,0.0
Yuzvendra Chahal,Punjab Kings,3,6,8,75.0,2,6.0
Yuzvendra Chahal,Rajasthan Royals,1,0,4,0.0,1,0.0
Yuzvendra Chahal,Rising Pune Supergiant,2,5,11,45.45,2,5.0
Yuzvendra Chahal,Sunrisers Hyderabad,3,5,11,45.45,1,2.5
Zaheer Khan,Chennai Super Kings,5,39,36,108.33,1,9.75
Zaheer Khan,Deccan Chargers,3,4,13,30.77,1,2.0
Zaheer Khan,Delhi Capitals,1,4,1,400.0,1,4.0
Zaheer Khan,Kolkata Knight Riders,4,20,26,76.92,2,10.0
Zaheer Khan,Mumbai Indians,3,5,18,27.78,1,2.5
Zaheer Khan,Punjab Kings,3,1,6,16.67,2,1.0
Zaheer Khan,Rajasthan Royals,3,18,25,72.0,1,9.0
Zaheer Khan,Royal Challengers Bangalore,4,25,13,192.31,3,25.0
Zaheer Khan,Sunrisers Hyderabad,1,1,2,50.0,1,1.0
