batsman,Bowling Team,Innings,batsman_runs,valid_ball,Strike Rate,not outs,Average
Barinder Sran,Kolkata Knight Riders,3,6,6,100.0,3,6.0
Barinder Sran,Rising Pune Supergiant,1,1,1,100.0,1,1.0
Barinder Sran,Sunrisers Hyderabad,1,2,5,40.0,0,2.0
Basil Thampi,Delhi Capitals,1,1,1,100.0,1,1.0
Basil Thampi,Mumbai Indians,2,5,10,50.0,1,5.0
Basil Thampi,Punjab Kings,1,11,10,110.0,1,11.0
Basil Thampi,Rising Pune Supergiant,1,2,5,40.0,1,2.0
Basil Thampi,Royal Challengers Bangalore,1,0,1,0.0,1,0.0
Basil Thampi,Sunrisers Hyderabad,1,13,8,162.5,1,13.0
Ben Cutting,Delhi Capitals,4,50,34,147.06,0,12.5
Ben Cutting,Gujarat Lions,1,8,7,114.29,0,8.0
Ben Cutting,Kolkata Knight Riders,3,39,20,195.0,0,13.0
Ben Cutting,Mumbai Indians,1,20,10,200.0,0,20.0
Ben Cutting,Punjab Kings,2,22,18,122.22,1,22.0
Ben Cutting,Rajasthan Royals,2,23,16,143.75,2,23.0
Ben Cutting,Royal Challengers Bangalore,3,67,27,248.15,3,67.0
Ben Cutting,Sunrisers Hyderabad,1,9,9,100.0,0,9.0
Ben Dunk,Punjab Kings,1,5,4,125.0,0,5.0
Ben Dunk,Royal Challengers Bangalore,1,15,14,107.14,0,15.0
Ben Dunk,Sunrisers Hyderabad,1,20,17,117.65,0,20.0
Ben Laughlin,Chennai Super Kings,1,0,1,0.0,0,0.0
Ben Laughlin,Mumbai Indians,2,4,9,44.44,1,4.0
Ben Laughlin,Sunrisers Hyderabad,1,1,3,33.33,1,1.0
Ben Rohrer,Chennai Super Kings,1,4,5,80.0,0,4.0
Ben Rohrer,Kolkata Knight Riders,1,10,3,333.33,1,10.0
Ben Rohrer,Pune Warriors India,2,20,22,90.91,0,10.0
Ben Rohrer,Punjab Kings,1,49,29,168.97,0,49.0
Ben Rohrer,Rajasthan Royals,1,64,40,160.0,1,64.0
Ben Rohrer,Royal Challengers Bangalore,2,46,41,112.2,0,23.0
Ben Stokes,Chennai Super Kings,5,149,107,139.25,0,29.8
Ben Stokes,Delhi Capitals,6,101,87,116.09,0,16.83
Ben Stokes,Gujarat Lions,2,128,81,158.02,1,128.0
Ben Stokes,Kolkata Knight Riders,6,75,72,104.17,1,15.0
Ben Stokes,Mumbai Indians,5,185,115,160.87,1,46.25
Ben Stokes,Punjab Kings,5,132,79,167.09,0,26.4
Ben Stokes,Royal Challengers Bangalore,4,45,45,100.0,1,15.0
Ben Stokes,Sunrisers Hyderabad,7,105,92,114.13,1,17.5
Beuran Hendricks,Chennai Super Kings,1,1,2,50.0,1,1.0
Beuran Hendricks,Mumbai Indians,1,0,1,0.0,0,0.0
Bharat Chipli,Chennai Super Kings,3,35,35,100.0,0,11.67
Bharat Chipli,Deccan Chargers,1,10,7,142.86,0,10.0
Bharat Chipli,Delhi Capitals,4,33,32,103.12,2,16.5
Bharat Chipli,Kochi Tuskers Kerala,1,4,10,40.0,0,4.0
Bharat Chipli,Kolkata Knight Riders,2,60,47,127.66,1,60.0
Bharat Chipli,Mumbai Indians,4,18,28,64.29,0,4.5
Bharat Chipli,Pune Warriors India,3,39,35,111.43,2,39.0
Bharat Chipli,Punjab Kings,1,14,12,116.67,0,14.0
Bharat Chipli,Rajasthan Royals,1,6,9,66.67,0,6.0
Bharat Chipli,Royal Challengers Bangalore,1,61,35,174.29,1,61.0
Bhargav Bhatt,Deccan Chargers,1,0,5,0.0,0,0.0
Bhargav Bhatt,Kolkata Knight Riders,1,6,2,300.0,1,6.0
Bhuvneshwar Kumar,Chennai Super Kings,3,33,39,84.62,2,33.0
Bhuvneshwar Kumar,Deccan Chargers,2,8,5,160.0,2,8.0
Bhuvneshwar Kumar,Delhi Capitals,3,16,13,123.08,0,5.33
Bhuvneshwar Kumar,Kolkata Knight Riders,9,37,30,123.33,5,9.25
Bhuvneshwar Kumar,Mumbai Indians,8,32,38,84.21,4,8.0
Bhuvneshwar Kumar,Punjab Kings,2,9,15,60.0,0,4.5
Bhuvneshwar Kumar,Rajasthan Royals,3,4,10,40.0,1,2.0
Bhuvneshwar Kumar,Rising Pune Supergiant,3,22,11,200.0,0,7.33
Bhuvneshwar Kumar,Royal Challengers Bangalore,7,19,29,65.52,3,4.75
Bhuvneshwar Kumar,Sunrisers Hyderabad,2,3,4,75.0,0,1.5
Billy Stanlake,Mumbai Indians,1,5,2,250.0,1,5.0
Biplab Samantray,Kolkata Knight Riders,1,5,2,250.0,1,5.0
Biplab Samantray,Pune Warriors India,2,39,39,100.0,1,39.0
Biplab Samantray,Punjab Kings,2,10,13,76.92,0,5.0
Biplab Samantray,Rajasthan Royals,2,69,57,121.05,0,34.5
Biplab Samantray,Royal Challengers Bangalore,1,2,2,100.0,1,2.0
Bipul Sharma,Chennai Super Kings,1,7,5,140.0,0,7.0
Bipul Sharma,Deccan Chargers,1,8,6,133.33,1,8.0
Bipul Sharma,Gujarat Lions,1,27,11,245.45,1,27.0
Bipul Sharma,Kolkata Knight Riders,6,66,48,137.5,4,33.0
Bipul Sharma,Mumbai Indians,2,7,6,116.67,1,7.0
Bipul Sharma,Pune Warriors India,1,35,18,194.44,1,35.0
Bipul Sharma,Rajasthan Royals,2,19,14,135.71,1,19.0
Bipul Sharma,Rising Pune Supergiant,2,13,12,108.33,0,6.5
Bipul Sharma,Royal Challengers Bangalore,1,5,3,166.67,0,5.0
Bodapati Sumanth,Chennai Super Kings,1,16,18,88.89,0,16.0
Bodapati Sumanth,Delhi Capitals,1,7,12,58.33,1,7.0
Bodapati Sumanth,Punjab Kings,1,6,3,200.0,1,6.0
Bodapati Sumanth,Royal Challengers Bangalore,1,6,4,150.0,1,6.0
Brad Haddin,Royal Challengers Bangalore,1,18,11,163.64,0,18.0
Brad Hodge,Chennai Super Kings,8,186,142,130.99,6,93.0
Brad Hodge,Deccan Chargers,5,140,106,132.08,1,35.0
Brad Hodge,Delhi Capitals,7,89,86,103.49,1,14.83
Brad Hodge,Kolkata Knight Riders,5,139,94,147.87,3,69.5
Brad Hodge,Mumbai Indians,8,262,196,133.67,4,65.5
Brad Hodge,Pune Warriors India,4,79,74,106.76,1,26.33
Brad Hodge,Punjab Kings,8,188,138,136.23,2,31.33
Brad Hodge,Rajasthan Royals,6,89,83,107.23,1,17.8
Brad Hodge,Royal Challengers Bangalore,9,165,149,110.74,1,20.62
Brad Hodge,Sunrisers Hyderabad,3,63,44,143.18,1,31.5
Brad Hogg,Chennai Super Kings,1,2,1,200.0,1,2.0
Brad Hogg,Mumbai Indians,1,2,5,40.0,0,2.0
Brad Hogg,Punjab Kings,1,5,5,100.0,0,5.0
Brad Hogg,Royal Challengers Bangalore,1,13,11,118.18,0,13.0
Brendon McCullum,Chennai Super Kings,9,235,179,131.28,0,26.11
Brendon McCullum,Deccan Chargers,5,36,39,92.31,0,7.2
Brendon McCullum,Delhi Capitals,15,305,262,116.41,0,20.33
Brendon McCullum,Kolkata Knight Riders,12,343,240,142.92,0,28.58
Brendon McCullum,Mumbai Indians,16,474,342,138.6,2,33.86
Brendon McCullum,Pune Warriors India,3,83,87,95.4,0,27.67
Brendon McCullum,Punjab Kings,13,277,244,113.52,0,21.31
Brendon McCullum,Rajasthan Royals,10,158,119,132.77,0,15.8
Brendon McCullum,Rising Pune Supergiant,4,186,112,166.07,0,46.5
Brendon McCullum,Royal Challengers Bangalore,15,569,382,148.95,2,43.77
Brendon McCullum,Sunrisers Hyderabad,7,214,166,128.92,1,35.67
Brett Lee,Chennai Super Kings,1,6,7,85.71,0,6.0
Brett Lee,Deccan Chargers,2,14,15,93.33,2,14.0
Brett Lee,Delhi Capitals,4,27,15,180.0,2,13.5
Brett Lee,Kochi Tuskers Kerala,2,2,5,40.0,0,1.0
Brett Lee,Kolkata Knight Riders,1,7,5,140.0,1,7.0
Brett Lee,Mumbai Indians,4,29,25,116.0,2,14.5
Brett Lee,Rajasthan Royals,3,30,19,157.89,0,10.0
Brett Lee,Royal Challengers Bangalore,2,9,5,180.0,2,9.0
CM Gautam,Chennai Super Kings,3,20,17,117.65,1,10.0
CM Gautam,Delhi Capitals,1,22,18,122.22,0,22.0
CM Gautam,Kolkata Knight Riders,2,15,16,93.75,0,7.5
CM Gautam,Pune Warriors India,1,30,23,130.43,0,30.0
CM Gautam,Punjab Kings,2,45,37,121.62,1,45.0
CM Gautam,Rajasthan Royals,1,2,3,66.67,0,2.0
CM Gautam,Royal Challengers Bangalore,1,30,27,111.11,0,30.0
CM Gautam,Sunrisers Hyderabad,2,5,8,62.5,1,5.0
Callum Ferguson,Deccan Chargers,2,26,21,123.81,1,26.0
Callum Ferguson,Kolkata Knight Riders,2,28,37,75.68,0,14.0
Callum Ferguson,Mumbai Indians,1,12,13,92.31,0,12.0
Callum Ferguson,Punjab Kings,2,9,20,45.0,1,9.0
Callum Ferguson,Rajasthan Royals,1,23,26,88.46,0,23.0
Cameron White,Chennai Super Kings,5,136,103,132.04,1,34.0
Cameron White,Deccan Chargers,3,48,29,165.52,2,48.0
Cameron White,Delhi Capitals,5,105,86,122.09,1,26.25
Cameron White,Kochi Tuskers Kerala,1,31,34,91.18,0,31.0
Cameron White,Kolkata Knight Riders,6,95,82,115.85,0,15.83
Cameron White,Mumbai Indians,5,100,72,138.89,2,33.33
Cameron White,Pune Warriors India,4,162,110,147.27,0,40.5
Cameron White,Punjab Kings,8,132,115,114.78,3,26.4
Cameron White,Rajasthan Royals,4,42,49,85.71,0,10.5
Cameron White,Royal Challengers Bangalore,4,103,72,143.06,0,25.75
Carlos Brathwaite,Chennai Super Kings,2,64,40,160.0,1,64.0
Carlos Brathwaite,Delhi Capitals,1,6,7,85.71,0,6.0
Carlos Brathwaite,Gujarat Lions,1,11,10,110.0,0,11.0
Carlos Brathwaite,Kolkata Knight Riders,4,51,23,221.74,0,12.75
Carlos Brathwaite,Punjab Kings,1,12,6,200.0,0,12.0
Carlos Brathwaite,Rajasthan Royals,1,5,2,250.0,0,5.0
Carlos Brathwaite,Rising Pune Supergiant,1,20,8,250.0,0,20.0
Carlos Brathwaite,Royal Challengers Bangalore,2,2,7,28.57,0,1.0
Carlos Brathwaite,Sunrisers Hyderabad,1,10,7,142.86,0,10.0
Chamara Kapugedera,Delhi Capitals,1,8,9,88.89,0,8.0
Chamara Kapugedera,Mumbai Indians,1,0,2,0.0,0,0.0
Chamara Kapugedera,Rajasthan Royals,1,8,11,72.73,0,8.0
Chamara Silva,Mumbai Indians,1,17,14,121.43,0,17.0
Chamara Silva,Punjab Kings,1,23,10,230.0,1,23.0
Chamara Silva,Royal Challengers Bangalore,1,0,2,0.0,0,0.0
Chaminda Vaas,Delhi Capitals,4,28,21,133.33,3,28.0
Chaminda Vaas,Kolkata Knight Riders,3,9,10,90.0,0,3.0
Chaminda Vaas,Punjab Kings,1,16,10,160.0,0,16.0
Chaminda Vaas,Rajasthan Royals,2,28,28,100.0,0,14.0
Chaminda Vaas,Royal Challengers Bangalore,1,0,3,0.0,0,0.0
Chandan Madan,Delhi Capitals,1,15,18,83.33,0,15.0
Charl Langeveldt,Delhi Capitals,1,0,1,0.0,0,0.0
Charl Langeveldt,Punjab Kings,1,8,8,100.0,0,8.0
Chetanya Nanda,Rajasthan Royals,1,0,1,0.0,0,0.0
Cheteshwar Pujara,Chennai Super Kings,3,15,15,100.0,0,5.0
Cheteshwar Pujara,Deccan Chargers,3,52,44,118.18,0,17.33
Cheteshwar Pujara,Delhi Capitals,3,35,41,85.37,0,11.67
Cheteshwar Pujara,Kolkata Knight Riders,3,19,30,63.33,0,6.33
Cheteshwar Pujara,Mumbai Indians,1,19,18,105.56,0,19.0
Cheteshwar Pujara,Punjab Kings,2,70,68,102.94,0,35.0
Cheteshwar Pujara,Rajasthan Royals,3,114,101,112.87,2,114.0
Cheteshwar Pujara,Royal Challengers Bangalore,3,31,41,75.61,1,15.5
Cheteshwar Pujara,Sunrisers Hyderabad,1,35,32,109.38,0,35.0
Chris Gayle,Chennai Super Kings,14,385,306,125.82,1,29.62
Chris Gayle,Deccan Chargers,4,67,51,131.37,0,16.75
Chris Gayle,Delhi Capitals,15,479,304,157.57,3,39.92
Chris Gayle,Gujarat Lions,4,100,74,135.14,0,25.0
Chris Gayle,Kochi Tuskers Kerala,1,44,15,293.33,0,44.0
Chris Gayle,Kolkata Knight Riders,18,700,457,153.17,3,46.67
Chris Gayle,Mumbai Indians,18,664,493,134.69,2,41.5
Chris Gayle,Pune Warriors India,5,383,190,201.58,1,95.75
Chris Gayle,Punjab Kings,16,797,451,176.72,1,53.13
Chris Gayle,Rajasthan Royals,16,499,371,134.5,2,35.64
Chris Gayle,Royal Challengers Bangalore,6,267,185,144.32,1,53.4
Chris Gayle,Sunrisers Hyderabad,14,387,267,144.94,1,29.77
Chris Jordan,Chennai Super Kings,1,4,5,80.0,1,4.0
Chris Jordan,Delhi Capitals,1,5,6,83.33,0,5.0
Chris Jordan,Kolkata Knight Riders,1,0,1,0.0,0,0.0
Chris Jordan,Mumbai Indians,1,13,8,162.5,0,13.0
Chris Jordan,Sunrisers Hyderabad,2,10,16,62.5,0,5.0
Chris Lynn,Chennai Super Kings,4,116,78,148.72,0,29.0
Chris Lynn,Delhi Capitals,3,56,53,105.66,0,18.67
Chris Lynn,Gujarat Lions,1,93,41,226.83,1,93.0
Chris Lynn,Mumbai Indians,8,205,139,147.48,1,29.29
Chris Lynn,Punjab Kings,6,254,160,158.75,0,42.33
Chris Lynn,Rajasthan Royals,6,119,110,108.18,0,19.83
Chris Lynn,Royal Challengers Bangalore,7,221,157,140.76,1,36.83
Chris Lynn,Sunrisers Hyderabad,6,216,168,128.57,0,36.0
Chris Morris,Chennai Super Kings,3,18,15,120.0,1,9.0
Chris Morris,Delhi Capitals,2,13,8,162.5,1,13.0
Chris Morris,Gujarat Lions,1,82,32,256.25,1,82.0
Chris Morris,Kolkata Knight Riders,6,44,38,115.79,0,7.33
Chris Morris,Mumbai Indians,6,88,73,120.55,1,17.6
Chris Morris,Pune Warriors India,1,5,5,100.0,1,5.0
Chris Morris,Punjab Kings,7,93,58,160.34,4,31.0
Chris Morris,Rajasthan Royals,2,18,8,225.0,2,18.0
Chris Morris,Rising Pune Supergiant,2,76,29,262.07,2,76.0
Chris Morris,Royal Challengers Bangalore,6,41,36,113.89,3,13.67
Chris Morris,Sunrisers Hyderabad,6,73,46,158.7,3,24.33
Chris Woakes,Delhi Capitals,1,3,5,60.0,0,3.0
Chris Woakes,Kolkata Knight Riders,1,5,5,100.0,0,5.0
Chris Woakes,Mumbai Indians,2,20,19,105.26,0,10.0
Chris Woakes,Punjab Kings,2,9,8,112.5,2,9.0
Chris Woakes,Rajasthan Royals,1,0,1,0.0,1,0.0
Chris Woakes,Rising Pune Supergiant,1,1,3,33.33,0,1.0
Chris Woakes,Royal Challengers Bangalore,1,18,21,85.71,0,18.0
Chris Woakes,Sunrisers Hyderabad,2,7,4,175.0,2,7.0
Clint McKay,Delhi Capitals,1,8,15,53.33,0,8.0
Colin Ingram,Chennai Super Kings,3,10,19,52.63,0,3.33
Colin Ingram,Kolkata Knight Riders,2,24,13,184.62,1,24.0
Colin Ingram,Mumbai Indians,2,48,34,141.18,0,24.0
Colin Ingram,Pune Warriors India,1,13,11,118.18,1,13.0
Colin Ingram,Punjab Kings,2,57,38,150.0,0,28.5
Colin Ingram,Rajasthan Royals,2,15,28,53.57,1,15.0
Colin Ingram,Royal Challengers Bangalore,2,33,28,117.86,0,16.5
Colin Ingram,Sunrisers Hyderabad,1,5,8,62.5,0,5.0
Colin Munro,Chennai Super Kings,2,53,40,132.5,0,26.5
Colin Munro,Kolkata Knight Riders,1,33,18,183.33,0,33.0
Colin Munro,Mumbai Indians,2,7,14,50.0,0,3.5
Colin Munro,Punjab Kings,1,4,6,66.67,0,4.0
Colin Munro,Rajasthan Royals,1,0,1,0.0,0,0.0
Colin Munro,Sunrisers Hyderabad,4,80,62,129.03,0,20.0
Colin de Grandhomme,Chennai Super Kings,3,23,21,109.52,0,7.67
Colin de Grandhomme,Delhi Capitals,2,4,6,66.67,1,4.0
Colin de Grandhomme,Kolkata Knight Riders,1,11,6,183.33,1,11.0
Colin de Grandhomme,Mumbai Indians,4,54,33,163.64,1,18.0
Colin de Grandhomme,Punjab Kings,1,11,7,157.14,1,11.0
Colin de Grandhomme,Rajasthan Royals,1,2,3,66.67,0,2.0
Colin de Grandhomme,Rising Pune Supergiant,1,36,19,189.47,0,36.0
Colin de Grandhomme,Royal Challengers Bangalore,2,31,30,103.33,0,15.5
Colin de Grandhomme,Sunrisers Hyderabad,6,131,99,132.32,1,26.2
Corey Anderson,Chennai Super Kings,5,83,62,133.87,1,20.75
Corey Anderson,Delhi Capitals,2,28,27,103.7,0,14.0
Corey Anderson,Gujarat Lions,2,24,18,133.33,1,24.0
Corey Anderson,Kolkata Knight Riders,4,77,66,116.67,1,25.67
Corey Anderson,Mumbai Indians,3,10,12,83.33,0,3.33
Corey Anderson,Punjab Kings,4,97,82,118.29,1,32.33
Corey Anderson,Rajasthan Royals,2,145,81,179.01,1,145.0
Corey Anderson,Rising Pune Supergiant,2,5,9,55.56,1,5.0
Corey Anderson,Royal Challengers Bangalore,3,27,32,84.38,0,9.0
Corey Anderson,Sunrisers Hyderabad,2,42,32,131.25,1,42.0
D'Arcy Short,Delhi Capitals,2,50,28,178.57,0,25.0
D'Arcy Short,Kolkata Knight Riders,1,44,43,102.33,0,44.0
D'Arcy Short,Mumbai Indians,1,4,5,80.0,0,4.0
D'Arcy Short,Punjab Kings,1,2,2,100.0,0,2.0
D'Arcy Short,Royal Challengers Bangalore,1,11,17,64.71,0,11.0
D'Arcy Short,Sunrisers Hyderabad,1,4,4,100.0,0,4.0
Dale Steyn,Chennai Super Kings,4,20,26,76.92,0,5.0
Dale Steyn,Deccan Chargers,1,0,1,0.0,0,0.0
Dale Steyn,Delhi Capitals,3,19,17,111.76,1,9.5
Dale Steyn,Kolkata Knight Riders,4,22,18,122.22,1,7.33
Dale Steyn,Mumbai Indians,7,33,35,94.29,1,5.5
Dale Steyn,Pune Warriors India,2,15,7,214.29,1,15.0
Dale Steyn,Punjab Kings,5,16,26,61.54,4,16.0
Dale Steyn,Rajasthan Royals,5,38,25,152.0,2,12.67
Dale Steyn,Royal Challengers Bangalore,1,3,3,100.0,1,3.0
Dale Steyn,Sunrisers Hyderabad,1,1,2,50.0,0,1.0
Damien Martyn,Royal Challengers Bangalore,1,19,24,79.17,0,19.0
Daniel Christian,Chennai Super Kings,4,32,30,106.67,1,10.67
Daniel Christian,Delhi Capitals,4,57,56,101.79,1,19.0
Daniel Christian,Gujarat Lions,1,17,8,212.5,1,17.0
Daniel Christian,Kochi Tuskers Kerala,1,9,11,81.82,0,9.0
Daniel Christian,Kolkata Knight Riders,4,51,32,159.38,1,17.0
Daniel Christian,Mumbai Indians,7,99,104,95.19,2,19.8
Daniel Christian,Pune Warriors India,2,24,23,104.35,1,24.0
Daniel Christian,Punjab Kings,5,90,54,166.67,0,18.0
Daniel Christian,Rajasthan Royals,2,55,38,144.74,1,55.0
Daniel Christian,Royal Challengers Bangalore,2,1,4,25.0,0,0.5
Daniel Christian,Sunrisers Hyderabad,2,11,11,100.0,1,11.0
Daniel Harris,Chennai Super Kings,1,15,14,107.14,0,15.0
Daniel Harris,Delhi Capitals,1,19,17,111.76,0,19.0
Daniel Harris,Punjab Kings,1,30,29,103.45,0,30.0
Daniel Harris,Royal Challengers Bangalore,1,47,41,114.63,0,47.0
Daniel Sams,Mumbai Indians,1,0,2,0.0,0,0.0
Daniel Vettori,Chennai Super Kings,3,3,4,75.0,1,1.5
Daniel Vettori,Deccan Chargers,1,3,6,50.0,1,3.0
Daniel Vettori,Delhi Capitals,2,21,23,91.3,1,21.0
Daniel Vettori,Kolkata Knight Riders,3,36,22,163.64,2,36.0
Daniel Vettori,Punjab Kings,3,5,9,55.56,1,2.5
Daniel Vettori,Rajasthan Royals,2,30,29,103.45,0,15.0
Daniel Vettori,Royal Challengers Bangalore,2,23,19,121.05,2,23.0
Daren Sammy,Chennai Super Kings,4,49,33,148.48,1,16.33
Daren Sammy,Delhi Capitals,1,18,20,90.0,1,18.0
Daren Sammy,Kolkata Knight Riders,4,60,56,107.14,1,20.0
Daren Sammy,Mumbai Indians,2,11,5,220.0,1,11.0
Daren Sammy,Punjab Kings,2,15,14,107.14,0,7.5
Daren Sammy,Rajasthan Royals,4,118,92,128.26,0,29.5
Daren Sammy,Royal Challengers Bangalore,2,18,12,150.0,1,18.0
Daren Sammy,Sunrisers Hyderabad,1,6,9,66.67,0,6.0
Darren Bravo,Rising Pune Supergiant,1,6,5,120.0,1,6.0
Darren Lehmann,Delhi Capitals,1,1,2,50.0,0,1.0
Darren Lehmann,Punjab Kings,1,17,16,106.25,0,17.0
David Hussey,Chennai Super Kings,8,82,73,112.33,0,10.25
David Hussey,Deccan Chargers,6,250,163,153.37,3,83.33
David Hussey,Delhi Capitals,7,146,139,105.04,1,24.33
David Hussey,Kochi Tuskers Kerala,1,21,15,140.0,1,21.0
David Hussey,Kolkata Knight Riders,5,90,100,90.0,0,18.0
David Hussey,Mumbai Indians,9,203,155,130.97,3,33.83
David Hussey,Pune Warriors India,3,30,32,93.75,1,15.0
David Hussey,Punjab Kings,5,98,70,140.0,1,24.5
David Hussey,Rajasthan Royals,7,125,108,115.74,0,17.86
David Hussey,Royal Challengers Bangalore,8,205,158,129.75,1,29.29
David Hussey,Sunrisers Hyderabad,2,72,57,126.32,1,72.0
David Miller,Chennai Super Kings,9,253,179,141.34,2,36.14
David Miller,Deccan Chargers,1,28,18,155.56,1,28.0
David Miller,Delhi Capitals,14,322,278,115.83,5,35.78
David Miller,Gujarat Lions,2,46,37,124.32,0,23.0
David Miller,Kolkata Knight Riders,11,199,154,129.22,3,24.88
David Miller,Mumbai Indians,10,236,167,141.32,4,39.33
David Miller,Pune Warriors India,1,80,41,195.12,1,80.0
David Miller,Rajasthan Royals,6,205,128,160.16,2,51.25
David Miller,Rising Pune Supergiant,3,44,38,115.79,1,22.0
David Miller,Royal Challengers Bangalore,10,251,149,168.46,1,27.89
David Miller,Sunrisers Hyderabad,10,186,139,133.81,3,26.57
David Warner,Chennai Super Kings,16,482,359,134.26,0,30.12
David Warner,Deccan Chargers,6,226,145,155.86,1,45.2
David Warner,Delhi Capitals,13,442,337,131.16,2,40.18
David Warner,Gujarat Lions,5,336,220,152.73,4,336.0
David Warner,Kochi Tuskers Kerala,2,16,21,76.19,0,8.0
David Warner,Kolkata Knight Riders,23,912,622,146.62,3,45.6
David Warner,Mumbai Indians,18,625,441,141.72,4,44.64
David Warner,Pune Warriors India,4,118,68,173.53,1,39.33
David Warner,Punjab Kings,19,906,633,143.13,2,53.29
David Warner,Rajasthan Royals,12,389,311,125.08,0,32.42
David Warner,Rising Pune Supergiant,4,94,91,103.3,0,23.5
David Warner,Royal Challengers Bangalore,18,700,427,163.93,2,43.75
David Warner,Sunrisers Hyderabad,2,8,19,42.11,0,4.0
David Wiese,Chennai Super Kings,3,51,41,124.39,0,17.0
David Wiese,Delhi Capitals,1,5,4,125.0,1,5.0
David Wiese,Kolkata Knight Riders,1,9,7,128.57,1,9.0
David Wiese,Mumbai Indians,1,47,25,188.0,1,47.0
David Wiese,Punjab Kings,1,4,4,100.0,1,4.0
David Wiese,Rajasthan Royals,1,11,8,137.5,0,11.0
Davy Jacobs,Deccan Chargers,1,32,20,160.0,0,32.0
Davy Jacobs,Delhi Capitals,2,1,16,6.25,0,0.5
Davy Jacobs,Kochi Tuskers Kerala,1,12,21,57.14,0,12.0
Davy Jacobs,Punjab Kings,1,10,10,100.0,0,10.0
Davy Jacobs,Rajasthan Royals,1,15,15,100.0,0,15.0
Davy Jacobs,Royal Challengers Bangalore,1,22,16,137.5,0,22.0
Debabrata Das,Chennai Super Kings,4,76,61,124.59,2,38.0
Debabrata Das,Deccan Chargers,1,9,8,112.5,1,9.0
Debabrata Das,Delhi Capitals,3,37,38,97.37,1,18.5
Debabrata Das,Mumbai Indians,5,64,48,133.33,1,16.0
Debabrata Das,Pune Warriors India,2,23,23,100.0,2,23.0
Debabrata Das,Punjab Kings,4,41,35,117.14,1,13.67
Debabrata Das,Rajasthan Royals,3,54,47,114.89,0,18.0
Deepak Chahar,Delhi Capitals,2,15,8,187.5,1,15.0
Deepak Chahar,Mumbai Indians,4,7,15,46.67,0,1.75
Deepak Chahar,Punjab Kings,1,39,20,195.0,0,39.0
Deepak Chahar,Royal Challengers Bangalore,1,5,5,100.0,1,5.0
Deepak Chahar,Sunrisers Hyderabad,2,12,8,150.0,1,12.0
Deepak Hooda,Chennai Super Kings,6,115,82,140.24,2,28.75
Deepak Hooda,Delhi Capitals,8,106,79,134.18,2,17.67
Deepak Hooda,Gujarat Lions,2,22,21,104.76,0,11.0
Deepak Hooda,Kolkata Knight Riders,6,66,61,108.2,1,13.2
Deepak Hooda,Mumbai Indians,7,115,89,129.21,3,28.75
Deepak Hooda,Punjab Kings,7,119,68,175.0,1,19.83
Deepak Hooda,Rajasthan Royals,2,1,2,50.0,1,1.0
Deepak Hooda,Rising Pune Supergiant,3,34,24,141.67,1,17.0
Deepak Hooda,Royal Challengers Bangalore,7,40,44,90.91,2,8.0
Deepak Hooda,Sunrisers Hyderabad,2,7,11,63.64,0,3.5
Devdutt Padikkal,Chennai Super Kings,2,55,55,100.0,0,27.5
Devdutt Padikkal,Delhi Capitals,2,54,47,114.89,0,27.0
Devdutt Padikkal,Kolkata Knight Riders,2,57,40,142.5,0,28.5
Devdutt Padikkal,Mumbai Indians,2,128,85,150.59,0,64.0
Devdutt Padikkal,Punjab Kings,2,19,14,135.71,0,9.5
Devdutt Padikkal,Rajasthan Royals,2,98,81,120.99,0,49.0
Devdutt Padikkal,Sunrisers Hyderabad,3,62,56,110.71,0,20.67
Devraj Patil ,Punjab Kings,1,4,1,400.0,0,4.0
Devraj Patil ,Rajasthan Royals,1,9,12,75.0,0,9.0
Dhawal Kulkarni,Chennai Super Kings,2,38,24,158.33,2,38.0
Dhawal Kulkarni,Deccan Chargers,1,7,9,77.78,1,7.0
Dhawal Kulkarni,Delhi Capitals,1,1,4,25.0,0,1.0
Dhawal Kulkarni,Kolkata Knight Riders,1,3,3,100.0,0,3.0
Dhawal Kulkarni,Mumbai Indians,1,6,3,200.0,1,6.0
Dhawal Kulkarni,Punjab Kings,4,15,27,55.56,3,15.0
Dhawal Kulkarni,Rajasthan Royals,1,1,4,25.0,0,1.0
Dhawal Kulkarni,Royal Challengers Bangalore,4,16,18,88.89,0,4.0
Dhawal Kulkarni,Sunrisers Hyderabad,5,17,16,106.25,4,17.0
Dhruv Shorey,Mumbai Indians,1,5,8,62.5,0,5.0
Dhruv Shorey,Royal Challengers Bangalore,1,8,9,88.89,0,8.0
Dilhara Fernando,Chennai Super Kings,1,2,2,100.0,1,2.0
Dilhara Fernando,Punjab Kings,1,2,1,200.0,1,2.0
Dillon du Preez,Rajasthan Royals,1,10,13,76.92,0,10.0
Dimitri Mascarenhas,Chennai Super Kings,1,8,8,100.0,0,8.0
Dimitri Mascarenhas,Delhi Capitals,2,12,11,109.09,0,6.0
Dimitri Mascarenhas,Kolkata Knight Riders,3,36,39,92.31,0,12.0
Dimitri Mascarenhas,Mumbai Indians,1,9,7,128.57,1,9.0
Dimitri Mascarenhas,Pune Warriors India,1,5,5,100.0,0,5.0
Dimitri Mascarenhas,Punjab Kings,1,4,2,200.0,0,4.0
Dimitri Mascarenhas,Royal Challengers Bangalore,1,0,1,0.0,0,0.0
Dimitri Mascarenhas,Sunrisers Hyderabad,1,5,5,100.0,1,5.0
