batsman,season,Bowling Team,Innings,batsman_runs,valid_ball,not outs,Average,Strike Rate
Wilkin Mota,2009,Deccan Chargers,2,15,23,0,7.5,65.22
Wilkin Mota,2009,Mumbai Indians,2,9,13,0,4.5,69.23
Wilkin Mota,2009,Rajasthan Royals,1,1,2,1,1.0,50.0
Wriddhiman Saha,2008,Chennai Super Kings,2,42,25,1,42.0,168.0
Wriddhiman Saha,2008,Deccan Chargers,1,10,17,0,10.0,58.82
Wriddhiman Saha,2008,Delhi Capitals,1,5,6,1,5.0,83.33
Wriddhiman Saha,2008,Mumbai Indians,1,1,6,0,1.0,16.67
Wriddhiman Saha,2008,Punjab Kings,2,72,47,1,72.0,153.19
Wriddhiman Saha,2008,Rajasthan Royals,2,12,8,1,12.0,150.0
Wriddhiman Saha,2008,Royal Challengers Bangalore,1,17,10,1,17.0,170.0
Wriddhiman Saha,2009,Chennai Super Kings,1,25,13,1,25.0,192.31
Wriddhiman Saha,2009,Deccan Chargers,1,7,3,0,7.0,233.33
Wriddhiman Saha,2009,Delhi Capitals,2,1,2,1,1.0,50.0
Wriddhiman Saha,2009,Mumbai Indians,1,8,4,1,8.0,200.0
Wriddhiman Saha,2009,Royal Challengers Bangalore,2,31,19,1,31.0,163.16
Wriddhiman Saha,2010,Chennai Super Kings,2,23,15,0,11.5,153.33
Wriddhiman Saha,2010,Deccan Chargers,1,10,4,1,10.0,250.0
Wriddhiman Saha,2010,Delhi Capitals,1,20,17,1,20.0,117.65
Wriddhiman Saha,2010,Rajasthan Royals,1,1,2,1,1.0,50.0
