batsman,season,Bowling Team,Innings,batsman_runs,valid_ball,not outs,Average,Strike Rate
Dishant Yagnik,2013,Royal Challengers Bangalore,1,5,4,0,5.0,125.0
Dishant Yagnik,2013,Sunrisers Hyderabad,1,0,4,0,0.0,0.0
Dishant Yagnik,2014,Chennai Super Kings,1,4,6,1,4.0,66.67
Doddapaneni Kalyankrishna,2008,Punjab Kings,1,3,8,0,3.0,37.5
Dominic Thornely,2008,Deccan Chargers,1,8,18,0,8.0,44.44
Dominic Thornely,2008,Delhi Capitals,1,30,24,0,30.0,125.0
Dominic Thornely,2008,Kolkata Knight Riders,1,1,6,1,1.0,16.67
Dominic Thornely,2008,Royal Challengers Bangalore,1,0,5,0,0.0,0.0
Domnic Joseph,2015,Royal Challengers Bangalore,1,1,3,0,1.0,33.33
Doug Bollinger,2010,Deccan Chargers,1,2,3,1,2.0,66.67
Doug Bollinger,2010,Delhi Capitals,1,16,13,1,16.0,123.08
Doug Bollinger,2011,Mumbai Indians,1,0,1,1,0.0,0.0
Doug Bollinger,2012,Mumbai Indians,1,3,5,0,3.0,60.0
Doug Bracewell,2012,Royal Challengers Bangalore,1,12,9,1,12.0,133.33
Dwaraka Ravi Teja,2008,Chennai Super Kings,1,40,28,0,40.0,142.86
Dwaraka Ravi Teja,2008,Delhi Capitals,1,9,5,0,9.0,180.0
Dwaraka Ravi Teja,2008,Kolkata Knight Riders,1,10,7,0,10.0,142.86
Dwaraka Ravi Teja,2008,Mumbai Indians,1,37,26,0,37.0,142.31
Dwaraka Ravi Teja,2008,Rajasthan Royals,1,6,8,0,6.0,75.0
Dwaraka Ravi Teja,2008,Royal Challengers Bangalore,1,7,7,0,7.0,100.0
Dwaraka Ravi Teja,2009,Delhi Capitals,1,27,34,0,27.0,79.41
Dwaraka Ravi Teja,2009,Mumbai Indians,2,13,13,1,13.0,100.0
Dwaraka Ravi Teja,2009,Punjab Kings,1,10,15,0,10.0,66.67
Dwaraka Ravi Teja,2009,Rajasthan Royals,1,7,3,1,7.0,233.33
Dwaraka Ravi Teja,2009,Royal Challengers Bangalore,1,8,5,1,8.0,160.0
Dwaraka Ravi Teja,2011,Delhi Capitals,1,2,9,0,2.0,22.22
Dwaraka Ravi Teja,2011,Kochi Tuskers Kerala,1,8,5,1,8.0,160.0
Dwaraka Ravi Teja,2011,Kolkata Knight Riders,2,44,31,0,22.0,141.94
Dwaraka Ravi Teja,2011,Mumbai Indians,1,1,4,0,1.0,25.0
Dwaraka Ravi Teja,2011,Pune Warriors India,1,30,27,0,30.0,111.11
Dwaraka Ravi Teja,2011,Punjab Kings,2,70,47,1,70.0,148.94
Dwaraka Ravi Teja,2011,Rajasthan Royals,1,28,20,0,28.0,140.0
Dwaraka Ravi Teja,2012,Chennai Super Kings,1,0,2,0,0.0,0.0
Dwaraka Ravi Teja,2012,Mumbai Indians,1,4,2,0,4.0,200.0
Dwaraka Ravi Teja,2013,Kolkata Knight Riders,1,10,13,0,10.0,76.92
Dwaraka Ravi Teja,2013,Pune Warriors India,1,4,4,1,4.0,100.0
Dwayne Bravo,2008,Chennai Super Kings,1,24,16,0,24.0,150.0
Dwayne Bravo,2008,Deccan Chargers,2,64,33,0,32.0,193.94
Dwayne Bravo,2008,Delhi Capitals,1,2,4,0,2.0,50.0
Dwayne Bravo,2008,Kolkata Knight Riders,1,64,52,1,64.0,123.08
Dwayne Bravo,2008,Punjab Kings,1,23,21,0,23.0,109.52
Dwayne Bravo,2008,Rajasthan Royals,1,1,5,0,1.0,20.0
Dwayne Bravo,2009,Chennai Super Kings,2,10,12,0,5.0,83.33
Dwayne Bravo,2009,Deccan Chargers,2,34,34,0,17.0,100.0
Dwayne Bravo,2009,Delhi Capitals,1,35,29,0,35.0,120.69
Dwayne Bravo,2009,Kolkata Knight Riders,1,3,5,0,3.0,60.0
Dwayne Bravo,2009,Punjab Kings,2,85,78,1,85.0,108.97
Dwayne Bravo,2009,Rajasthan Royals,1,1,3,0,1.0,33.33
Dwayne Bravo,2009,Royal Challengers Bangalore,1,50,40,1,50.0,125.0
Dwayne Bravo,2010,Chennai Super Kings,2,13,10,1,13.0,130.0
Dwayne Bravo,2010,Deccan Chargers,2,25,24,0,12.5,104.17
Dwayne Bravo,2010,Delhi Capitals,1,9,4,0,9.0,225.0
Dwayne Bravo,2010,Kolkata Knight Riders,1,5,9,0,5.0,55.56
Dwayne Bravo,2010,Punjab Kings,1,8,4,0,8.0,200.0
Dwayne Bravo,2010,Royal Challengers Bangalore,1,1,2,0,1.0,50.0
Dwayne Bravo,2011,Royal Challengers Bangalore,2,11,6,1,11.0,183.33
Dwayne Bravo,2012,Deccan Chargers,2,55,21,2,55.0,261.9
Dwayne Bravo,2012,Delhi Capitals,2,55,43,1,55.0,127.91
Dwayne Bravo,2012,Kolkata Knight Riders,2,23,19,1,23.0,121.05
Dwayne Bravo,2012,Mumbai Indians,3,92,66,1,46.0,139.39
Dwayne Bravo,2012,Pune Warriors India,2,17,10,1,17.0,170.0
Dwayne Bravo,2012,Punjab Kings,2,78,64,0,39.0,121.88
Dwayne Bravo,2012,Rajasthan Royals,2,26,25,1,26.0,104.0
Dwayne Bravo,2012,Royal Challengers Bangalore,1,25,14,1,25.0,178.57
Dwayne Bravo,2013,Delhi Capitals,2,15,10,1,15.0,150.0
Dwayne Bravo,2013,Kolkata Knight Riders,1,7,4,1,7.0,175.0
Dwayne Bravo,2013,Mumbai Indians,3,34,40,0,11.33,85.0
Dwayne Bravo,2013,Pune Warriors India,1,1,4,0,1.0,25.0
Dwayne Bravo,2013,Rajasthan Royals,2,38,20,2,38.0,190.0
Dwayne Bravo,2013,Royal Challengers Bangalore,2,19,12,0,9.5,158.33
Dwayne Bravo,2013,Sunrisers Hyderabad,1,7,16,0,7.0,43.75
Dwayne Bravo,2014,Punjab Kings,1,8,3,1,8.0,266.67
Dwayne Bravo,2015,Delhi Capitals,2,9,11,0,4.5,81.82
Dwayne Bravo,2015,Kolkata Knight Riders,2,35,39,0,17.5,89.74
Dwayne Bravo,2015,Mumbai Indians,3,42,26,1,21.0,161.54
Dwayne Bravo,2015,Rajasthan Royals,2,77,44,2,77.0,175.0
Dwayne Bravo,2015,Royal Challengers Bangalore,3,7,8,0,2.33,87.5
Dwayne Bravo,2015,Sunrisers Hyderabad,1,25,20,1,25.0,125.0
Dwayne Bravo,2016,Delhi Capitals,1,7,6,1,7.0,116.67
Dwayne Bravo,2016,Mumbai Indians,1,2,6,0,2.0,33.33
Dwayne Bravo,2016,Punjab Kings,2,2,3,1,2.0,66.67
Dwayne Bravo,2016,Rising Pune Supergiant,2,29,16,1,29.0,181.25
Dwayne Bravo,2016,Royal Challengers Bangalore,3,13,9,1,6.5,144.44
Dwayne Bravo,2016,Sunrisers Hyderabad,3,46,42,0,15.33,109.52
Dwayne Bravo,2018,Delhi Capitals,1,1,2,0,1.0,50.0
Dwayne Bravo,2018,Kolkata Knight Riders,1,11,4,1,11.0,275.0
Dwayne Bravo,2018,Mumbai Indians,2,68,31,0,34.0,219.35
Dwayne Bravo,2018,Punjab Kings,1,1,1,1,1.0,100.0
Dwayne Bravo,2018,Rajasthan Royals,2,25,17,2,25.0,147.06
Dwayne Bravo,2018,Royal Challengers Bangalore,2,28,24,2,28.0,116.67
Dwayne Bravo,2018,Sunrisers Hyderabad,1,7,11,0,7.0,63.64
Dwayne Bravo,2019,Delhi Capitals,2,4,4,2,4.0,100.0
Dwayne Bravo,2019,Mumbai Indians,3,43,41,0,14.33,104.88
Dwayne Bravo,2019,Punjab Kings,1,1,1,1,1.0,100.0
Dwayne Bravo,2019,Rajasthan Royals,1,27,16,0,27.0,168.75
Dwayne Bravo,2019,Royal Challengers Bangalore,1,5,4,0,5.0,125.0
Dwayne Bravo,2020,Royal Challengers Bangalore,1,7,5,0,7.0,140.0
Dwayne Bravo,2020,Sunrisers Hyderabad,1,0,1,0,0.0,0.0
Dwayne Smith,2008,Delhi Capitals,1,17,17,0,17.0,100.0
Dwayne Smith,2008,Punjab Kings,1,20,16,0,20.0,125.0
Dwayne Smith,2008,Rajasthan Royals,1,8,7,0,8.0,114.29
Dwayne Smith,2009,Chennai Super Kings,2,61,27,0,30.5,225.93
Dwayne Smith,2009,Delhi Capitals,2,49,30,0,24.5,163.33
Dwayne Smith,2009,Mumbai Indians,2,51,34,0,25.5,150.0
Dwayne Smith,2009,Rajasthan Royals,2,54,40,0,27.0,135.0
Dwayne Smith,2010,Chennai Super Kings,1,13,8,1,13.0,162.5
Dwayne Smith,2010,Rajasthan Royals,1,4,7,0,4.0,57.14
Dwayne Smith,2010,Royal Challengers Bangalore,1,5,10,0,5.0,50.0
Dwayne Smith,2012,Chennai Super Kings,2,62,31,1,62.0,200.0
Dwayne Smith,2012,Kolkata Knight Riders,1,0,1,0,0.0,0.0
Dwayne Smith,2012,Rajasthan Royals,1,87,57,1,87.0,152.63
Dwayne Smith,2012,Royal Challengers Bangalore,2,8,8,0,4.0,100.0
Dwayne Smith,2013,Chennai Super Kings,4,97,61,0,24.25,159.02
Dwayne Smith,2013,Delhi Capitals,1,8,12,0,8.0,66.67
Dwayne Smith,2013,Kolkata Knight Riders,2,109,98,0,54.5,111.22
Dwayne Smith,2013,Pune Warriors India,1,0,1,0,0.0,0.0
Dwayne Smith,2013,Punjab Kings,1,33,32,0,33.0,103.12
Dwayne Smith,2013,Rajasthan Royals,1,62,44,0,62.0,140.91
Dwayne Smith,2013,Royal Challengers Bangalore,1,50,36,0,50.0,138.89
Dwayne Smith,2013,Sunrisers Hyderabad,2,59,56,0,29.5,105.36
Dwayne Smith,2014,Delhi Capitals,2,108,79,0,54.0,136.71
Dwayne Smith,2014,Kolkata Knight Riders,2,21,17,0,10.5,123.53
Dwayne Smith,2014,Mumbai Indians,3,110,93,0,36.67,118.28
Dwayne Smith,2014,Punjab Kings,3,77,57,0,25.67,135.09
Dwayne Smith,2014,Rajasthan Royals,2,94,63,0,47.0,149.21
Dwayne Smith,2014,Royal Challengers Bangalore,2,43,32,0,21.5,134.38
Dwayne Smith,2014,Sunrisers Hyderabad,2,113,74,0,56.5,152.7
Dwayne Smith,2015,Delhi Capitals,2,52,54,0,26.0,96.3
Dwayne Smith,2015,Kolkata Knight Riders,2,25,20,0,12.5,125.0
Dwayne Smith,2015,Mumbai Indians,4,146,114,0,36.5,128.07
Dwayne Smith,2015,Punjab Kings,1,26,13,0,26.0,200.0
Dwayne Smith,2015,Rajasthan Royals,2,46,39,0,23.0,117.95
Dwayne Smith,2015,Royal Challengers Bangalore,3,56,47,0,18.67,119.15
Dwayne Smith,2015,Sunrisers Hyderabad,2,48,44,0,24.0,109.09
Dwayne Smith,2016,Delhi Capitals,2,68,44,0,34.0,154.55
Dwayne Smith,2016,Kolkata Knight Riders,2,27,19,0,13.5,142.11
Dwayne Smith,2016,Mumbai Indians,1,37,23,1,37.0,160.87
Dwayne Smith,2016,Punjab Kings,1,15,18,0,15.0,83.33
Dwayne Smith,2016,Rising Pune Supergiant,1,63,37,0,63.0,170.27
Dwayne Smith,2016,Royal Challengers Bangalore,3,112,67,0,37.33,167.16
Dwayne Smith,2016,Sunrisers Hyderabad,2,2,12,0,1.0,16.67
Dwayne Smith,2017,Delhi Capitals,2,17,12,0,8.5,141.67
Dwayne Smith,2017,Kolkata Knight Riders,1,5,4,0,5.0,125.0
Dwayne Smith,2017,Mumbai Indians,1,0,2,0,0.0,0.0
Dwayne Smith,2017,Punjab Kings,2,78,43,0,39.0,181.4
Dwayne Smith,2017,Rising Pune Supergiant,2,47,31,0,23.5,151.61
Dwayne Smith,2017,Royal Challengers Bangalore,1,1,4,0,1.0,25.0
Dwayne Smith,2017,Sunrisers Hyderabad,2,91,60,0,45.5,151.67
Eklavya Dwivedi,2016,Royal Challengers Bangalore,1,19,9,0,19.0,211.11
Eklavya Dwivedi,2016,Sunrisers Hyderabad,1,5,5,0,5.0,100.0
Eoin Morgan,2010,Chennai Super Kings,1,1,4,0,1.0,25.0
Eoin Morgan,2010,Delhi Capitals,1,17,13,0,17.0,130.77
Eoin Morgan,2010,Kolkata Knight Riders,1,10,7,0,10.0,142.86
Eoin Morgan,2010,Mumbai Indians,1,7,6,1,7.0,116.67
Eoin Morgan,2011,Chennai Super Kings,2,11,12,0,5.5,91.67
Eoin Morgan,2011,Deccan Chargers,1,14,15,0,14.0,93.33
Eoin Morgan,2011,Delhi Capitals,1,0,1,0,0.0,0.0
Eoin Morgan,2011,Kochi Tuskers Kerala,2,76,63,0,38.0,120.63
Eoin Morgan,2011,Punjab Kings,1,28,15,0,28.0,186.67
Eoin Morgan,2011,Royal Challengers Bangalore,2,8,11,0,4.0,72.73
Eoin Morgan,2013,Chennai Super Kings,2,34,29,1,34.0,117.24
Eoin Morgan,2013,Delhi Capitals,2,24,24,1,24.0,100.0
Eoin Morgan,2013,Mumbai Indians,2,36,35,0,18.0,102.86
Eoin Morgan,2013,Pune Warriors India,1,15,15,0,15.0,100.0
Eoin Morgan,2013,Punjab Kings,2,89,64,0,44.5,139.06
Eoin Morgan,2013,Rajasthan Royals,1,51,38,0,51.0,134.21
Eoin Morgan,2013,Royal Challengers Bangalore,1,2,5,0,2.0,40.0
Eoin Morgan,2013,Sunrisers Hyderabad,2,56,30,0,28.0,186.67
Eoin Morgan,2015,Chennai Super Kings,1,32,27,1,32.0,118.52
Eoin Morgan,2015,Delhi Capitals,2,23,27,0,11.5,85.19
Eoin Morgan,2015,Kolkata Knight Riders,1,5,11,0,5.0,45.45
Eoin Morgan,2015,Mumbai Indians,1,9,14,0,9.0,64.29
Eoin Morgan,2015,Punjab Kings,1,17,7,0,17.0,242.86
Eoin Morgan,2015,Rajasthan Royals,2,90,58,0,45.0,155.17
Eoin Morgan,2015,Royal Challengers Bangalore,1,11,7,0,11.0,157.14
Eoin Morgan,2016,Delhi Capitals,1,14,10,0,14.0,140.0
Eoin Morgan,2016,Kolkata Knight Riders,1,51,43,0,51.0,118.6
Eoin Morgan,2016,Mumbai Indians,1,11,12,0,11.0,91.67
Eoin Morgan,2016,Punjab Kings,1,25,20,0,25.0,125.0
Eoin Morgan,2016,Rising Pune Supergiant,1,0,2,0,0.0,0.0
Eoin Morgan,2016,Royal Challengers Bangalore,1,22,18,1,22.0,122.22
Eoin Morgan,2017,Delhi Capitals,1,22,20,0,22.0,110.0
Eoin Morgan,2017,Rising Pune Supergiant,1,4,4,0,4.0,100.0
Eoin Morgan,2017,Sunrisers Hyderabad,2,39,38,0,19.5,102.63
Eoin Morgan,2020,Chennai Super Kings,2,22,22,0,11.0,100.0
Eoin Morgan,2020,Delhi Capitals,2,61,26,0,30.5,234.62
Eoin Morgan,2020,Mumbai Indians,2,55,49,1,55.0,112.24
Eoin Morgan,2020,Punjab Kings,2,64,48,0,32.0,133.33
Eoin Morgan,2020,Rajasthan Royals,2,102,58,2,102.0,175.86
Eoin Morgan,2020,Royal Challengers Bangalore,2,38,46,0,19.0,82.61
Eoin Morgan,2020,Sunrisers Hyderabad,2,76,52,1,76.0,146.15
Evin Lewis,2018,Chennai Super Kings,2,47,45,0,23.5,104.44
Evin Lewis,2018,Delhi Capitals,2,96,59,0,48.0,162.71
Evin Lewis,2018,Kolkata Knight Riders,2,61,41,0,30.5,148.78
Evin Lewis,2018,Punjab Kings,2,19,20,0,9.5,95.0
Evin Lewis,2018,Rajasthan Royals,2,60,43,0,30.0,139.53
Evin Lewis,2018,Royal Challengers Bangalore,1,65,42,0,65.0,154.76
Evin Lewis,2018,Sunrisers Hyderabad,2,34,26,0,17.0,130.77
Evin Lewis,2019,Chennai Super Kings,1,32,30,0,32.0,106.67
Evin Lewis,2019,Kolkata Knight Riders,1,15,16,0,15.0,93.75
Evin Lewis,2019,Sunrisers Hyderabad,1,1,6,0,1.0,16.67
Faf du Plessis,2012,Deccan Chargers,2,81,60,0,40.5,135.0
Faf du Plessis,2012,Delhi Capitals,1,15,12,0,15.0,125.0
Faf du Plessis,2012,Kolkata Knight Riders,2,16,20,0,8.0,80.0
Faf du Plessis,2012,Mumbai Indians,2,12,13,0,6.0,92.31
Faf du Plessis,2012,Pune Warriors India,2,101,80,0,50.5,126.25
Faf du Plessis,2012,Punjab Kings,1,29,20,0,29.0,145.0
Faf du Plessis,2012,Rajasthan Royals,1,73,52,0,73.0,140.38
Faf du Plessis,2012,Royal Challengers Bangalore,1,71,46,0,71.0,154.35
Faf du Plessis,2014,Delhi Capitals,1,24,17,0,24.0,141.18
Faf du Plessis,2014,Kolkata Knight Riders,1,23,20,0,23.0,115.0
Faf du Plessis,2014,Mumbai Indians,3,86,69,0,28.67,124.64
Faf du Plessis,2014,Punjab Kings,2,52,26,0,26.0,200.0
Faf du Plessis,2014,Rajasthan Royals,2,45,48,0,22.5,93.75
Faf du Plessis,2014,Royal Challengers Bangalore,1,54,43,1,54.0,125.58
Faf du Plessis,2014,Sunrisers Hyderabad,2,19,12,0,9.5,158.33
Faf du Plessis,2015,Delhi Capitals,2,61,47,0,30.5,129.79
Faf du Plessis,2015,Kolkata Knight Riders,2,49,40,1,49.0,122.5
Faf du Plessis,2015,Mumbai Indians,4,74,66,0,18.5,112.12
Faf du Plessis,2015,Punjab Kings,1,55,41,0,55.0,134.15
Faf du Plessis,2015,Rajasthan Royals,2,30,28,0,15.0,107.14
Faf du Plessis,2015,Royal Challengers Bangalore,3,78,60,1,39.0,130.0
Faf du Plessis,2015,Sunrisers Hyderabad,1,33,22,0,33.0,150.0
Faf du Plessis,2016,Gujarat Lions,1,69,43,0,69.0,160.47
Faf du Plessis,2016,Kolkata Knight Riders,1,4,9,0,4.0,44.44
Faf du Plessis,2016,Mumbai Indians,1,34,33,0,34.0,103.03
Faf du Plessis,2016,Punjab Kings,1,67,53,0,67.0,126.42
Faf du Plessis,2016,Royal Challengers Bangalore,1,2,3,0,2.0,66.67
Faf du Plessis,2016,Sunrisers Hyderabad,1,30,21,0,30.0,142.86
Faf du Plessis,2017,Delhi Capitals,1,8,7,0,8.0,114.29
Faf du Plessis,2018,Delhi Capitals,1,33,32,0,33.0,103.12
Faf du Plessis,2018,Kolkata Knight Riders,1,27,15,0,27.0,180.0
Faf du Plessis,2018,Punjab Kings,1,14,15,0,14.0,93.33
Faf du Plessis,2018,Sunrisers Hyderabad,3,88,66,1,44.0,133.33
Faf du Plessis,2019,Delhi Capitals,2,89,80,0,44.5,111.25
Faf du Plessis,2019,Kolkata Knight Riders,2,67,61,1,67.0,109.84
Faf du Plessis,2019,Mumbai Indians,2,32,24,0,16.0,133.33
Faf du Plessis,2019,Punjab Kings,2,150,93,0,75.0,161.29
Faf du Plessis,2019,Rajasthan Royals,1,7,10,0,7.0,70.0
Faf du Plessis,2019,Royal Challengers Bangalore,1,5,15,0,5.0,33.33
Faf du Plessis,2019,Sunrisers Hyderabad,2,46,38,0,23.0,121.05
Faf du Plessis,2020,Delhi Capitals,2,101,82,0,50.5,123.17
Faf du Plessis,2020,Kolkata Knight Riders,1,17,10,0,17.0,170.0
Faf du Plessis,2020,Mumbai Indians,2,59,51,1,59.0,115.69
Faf du Plessis,2020,Punjab Kings,2,135,87,1,135.0,155.17
Faf du Plessis,2020,Rajasthan Royals,2,82,46,0,41.0,178.26
Faf du Plessis,2020,Royal Challengers Bangalore,2,33,23,0,16.5,143.48
Faf du Plessis,2020,Sunrisers Hyderabad,2,22,20,0,11.0,110.0
Faiz Fazal,2010,Chennai Super Kings,2,21,23,0,10.5,91.3
Faiz Fazal,2010,Deccan Chargers,2,44,40,1,44.0,110.0
Faiz Fazal,2010,Delhi Capitals,1,0,2,0,0.0,0.0
Faiz Fazal,2010,Kolkata Knight Riders,2,44,36,0,22.0,122.22
Faiz Fazal,2010,Mumbai Indians,1,10,15,0,10.0,66.67
Faiz Fazal,2010,Punjab Kings,1,45,37,0,45.0,121.62
Faiz Fazal,2011,Kochi Tuskers Kerala,1,16,15,0,16.0,106.67
Faiz Fazal,2011,Kolkata Knight Riders,1,3,4,0,3.0,75.0
Farhaan Behardien,2016,Rising Pune Supergiant,1,5,5,0,5.0,100.0
Farhaan Behardien,2016,Royal Challengers Bangalore,2,9,8,1,9.0,112.5
Farveez Maharoof,2008,Deccan Chargers,1,19,11,0,19.0,172.73
Farveez Maharoof,2008,Kolkata Knight Riders,1,10,12,0,10.0,83.33
Farveez Maharoof,2008,Mumbai Indians,1,20,13,1,20.0,153.85
Farveez Maharoof,2008,Punjab Kings,2,18,13,0,9.0,138.46
Farveez Maharoof,2008,Rajasthan Royals,2,45,22,0,22.5,204.55
Farveez Maharoof,2008,Royal Challengers Bangalore,1,13,8,1,13.0,162.5
Farveez Maharoof,2009,Punjab Kings,1,3,8,0,3.0,37.5
Farveez Maharoof,2009,Royal Challengers Bangalore,1,18,13,1,18.0,138.46
Farveez Maharoof,2010,Kolkata Knight Riders,1,2,3,0,2.0,66.67
Farveez Maharoof,2010,Mumbai Indians,1,28,18,0,28.0,155.56
Farveez Maharoof,2010,Punjab Kings,2,1,2,1,1.0,50.0
Fidel Edwards,2009,Mumbai Indians,1,1,3,0,1.0,33.33
Fidel Edwards,2009,Royal Challengers Bangalore,1,3,2,1,3.0,150.0
Gautam Gambhir,2008,Chennai Super Kings,2,130,86,0,65.0,151.16
Gautam Gambhir,2008,Deccan Chargers,2,91,57,0,45.5,159.65
Gautam Gambhir,2008,Kolkata Knight Riders,1,10,7,0,10.0,142.86
Gautam Gambhir,2008,Mumbai Indians,2,20,18,0,10.0,111.11
Gautam Gambhir,2008,Punjab Kings,2,58,42,0,29.0,138.1
Gautam Gambhir,2008,Rajasthan Royals,3,100,84,1,50.0,119.05
Gautam Gambhir,2008,Royal Challengers Bangalore,2,125,84,0,62.5,148.81
Gautam Gambhir,2009,Chennai Super Kings,2,13,14,0,6.5,92.86
Gautam Gambhir,2009,Deccan Chargers,3,36,44,0,12.0,81.82
Gautam Gambhir,2009,Kolkata Knight Riders,2,89,81,1,89.0,109.88
Gautam Gambhir,2009,Mumbai Indians,2,66,61,0,33.0,108.2
Gautam Gambhir,2009,Punjab Kings,2,23,24,1,23.0,95.83
Gautam Gambhir,2009,Rajasthan Royals,2,16,14,0,8.0,114.29
Gautam Gambhir,2009,Royal Challengers Bangalore,2,43,38,0,21.5,113.16
Gautam Gambhir,2010,Chennai Super Kings,1,57,56,1,57.0,101.79
Gautam Gambhir,2010,Deccan Chargers,1,4,9,0,4.0,44.44
Gautam Gambhir,2010,Kolkata Knight Riders,2,48,31,0,24.0,154.84
Gautam Gambhir,2010,Mumbai Indians,1,17,9,0,17.0,188.89
Gautam Gambhir,2010,Punjab Kings,2,98,66,0,49.0,148.48
Gautam Gambhir,2010,Rajasthan Royals,2,52,45,0,26.0,115.56
Gautam Gambhir,2010,Royal Challengers Bangalore,1,1,1,0,1.0,100.0
Gautam Gambhir,2011,Chennai Super Kings,2,17,21,0,8.5,80.95
Gautam Gambhir,2011,Deccan Chargers,2,64,40,0,32.0,160.0
Gautam Gambhir,2011,Delhi Capitals,1,18,19,0,18.0,94.74
Gautam Gambhir,2011,Kochi Tuskers Kerala,2,3,6,0,1.5,50.0
Gautam Gambhir,2011,Mumbai Indians,2,12,15,0,6.0,80.0
Gautam Gambhir,2011,Pune Warriors India,1,54,46,1,54.0,117.39
Gautam Gambhir,2011,Punjab Kings,1,45,44,1,45.0,102.27
Gautam Gambhir,2011,Rajasthan Royals,2,110,77,2,110.0,142.86
Gautam Gambhir,2011,Royal Challengers Bangalore,2,55,46,0,27.5,119.57
Gautam Gambhir,2012,Chennai Super Kings,3,127,99,0,42.33,128.28
Gautam Gambhir,2012,Deccan Chargers,1,30,28,0,30.0,107.14
Gautam Gambhir,2012,Delhi Capitals,3,84,52,0,28.0,161.54
Gautam Gambhir,2012,Mumbai Indians,2,27,25,0,13.5,108.0
Gautam Gambhir,2012,Pune Warriors India,2,66,48,0,33.0,137.5
Gautam Gambhir,2012,Punjab Kings,2,88,57,1,88.0,154.39
Gautam Gambhir,2012,Rajasthan Royals,2,11,12,0,5.5,91.67
Gautam Gambhir,2012,Royal Challengers Bangalore,2,157,90,0,78.5,174.44
Gautam Gambhir,2013,Chennai Super Kings,2,39,27,0,19.5,144.44
Gautam Gambhir,2013,Delhi Capitals,1,41,29,0,41.0,141.38
Gautam Gambhir,2013,Mumbai Indians,2,26,22,0,13.0,118.18
Gautam Gambhir,2013,Pune Warriors India,2,62,61,0,31.0,101.64
Gautam Gambhir,2013,Punjab Kings,2,68,45,0,34.0,151.11
Gautam Gambhir,2013,Rajasthan Royals,2,34,36,0,17.0,94.44
Gautam Gambhir,2013,Royal Challengers Bangalore,2,73,60,0,36.5,121.67
Gautam Gambhir,2013,Sunrisers Hyderabad,2,63,62,0,31.5,101.61
Gautam Gambhir,2014,Chennai Super Kings,2,27,25,0,13.5,108.0
Gautam Gambhir,2014,Delhi Capitals,2,69,60,0,34.5,115.0
Gautam Gambhir,2014,Mumbai Indians,2,14,26,0,7.0,53.85
Gautam Gambhir,2014,Punjab Kings,4,88,70,1,29.33,125.71
Gautam Gambhir,2014,Rajasthan Royals,2,99,78,0,49.5,126.92
Gautam Gambhir,2014,Royal Challengers Bangalore,2,4,5,0,2.0,80.0
Gautam Gambhir,2014,Sunrisers Hyderabad,2,34,26,0,17.0,130.77
Gautam Gambhir,2015,Chennai Super Kings,2,19,17,0,9.5,111.76
Gautam Gambhir,2015,Delhi Capitals,2,72,59,0,36.0,122.03
Gautam Gambhir,2015,Mumbai Indians,2,95,72,0,47.5,131.94
Gautam Gambhir,2015,Punjab Kings,2,35,42,0,17.5,83.33
Gautam Gambhir,2015,Rajasthan Royals,1,1,3,0,1.0,33.33
Gautam Gambhir,2015,Royal Challengers Bangalore,2,70,54,0,35.0,129.63
Gautam Gambhir,2015,Sunrisers Hyderabad,2,35,31,0,17.5,112.9
Gautam Gambhir,2016,Delhi Capitals,2,44,49,1,44.0,89.8
Gautam Gambhir,2016,Gujarat Lions,2,13,14,0,6.5,92.86
Gautam Gambhir,2016,Mumbai Indians,2,123,97,0,61.5,126.8
Gautam Gambhir,2016,Punjab Kings,2,88,79,0,44.0,111.39
Gautam Gambhir,2016,Rising Pune Supergiant,2,11,6,0,5.5,183.33
Gautam Gambhir,2016,Royal Challengers Bangalore,2,88,63,0,44.0,139.68
Gautam Gambhir,2016,Sunrisers Hyderabad,3,134,103,1,67.0,130.1
Gautam Gambhir,2017,Delhi Capitals,2,85,64,1,85.0,132.81
Gautam Gambhir,2017,Gujarat Lions,2,109,76,1,109.0,143.42
Gautam Gambhir,2017,Mumbai Indians,3,52,44,0,17.33,118.18
Gautam Gambhir,2017,Punjab Kings,2,80,67,1,80.0,119.4
Gautam Gambhir,2017,Rising Pune Supergiant,2,86,65,0,43.0,132.31
Gautam Gambhir,2017,Royal Challengers Bangalore,2,28,27,0,14.0,103.7
Gautam Gambhir,2017,Sunrisers Hyderabad,3,58,46,1,29.0,126.09
Gautam Gambhir,2018,Kolkata Knight Riders,1,8,7,0,8.0,114.29
Gautam Gambhir,2018,Mumbai Indians,1,15,16,0,15.0,93.75
Gautam Gambhir,2018,Punjab Kings,2,59,55,0,29.5,107.27
Gautam Gambhir,2018,Royal Challengers Bangalore,1,3,10,0,3.0,30.0
George Bailey,2009,Kolkata Knight Riders,1,30,27,0,30.0,111.11
George Bailey,2009,Punjab Kings,1,15,12,0,15.0,125.0
George Bailey,2010,Royal Challengers Bangalore,1,18,27,0,18.0,66.67
George Bailey,2014,Chennai Super Kings,3,58,25,2,58.0,232.0
George Bailey,2014,Delhi Capitals,2,7,8,1,7.0,87.5
George Bailey,2014,Kolkata Knight Riders,4,50,45,1,16.67,111.11
George Bailey,2014,Mumbai Indians,2,54,44,0,27.0,122.73
George Bailey,2014,Rajasthan Royals,1,26,17,1,26.0,152.94
